true_label,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING
WALKING,0.9907407407407407,0.006944444444444444,0.0023148148148148147,0.0,0.0,0.0
WALKING_UPSTAIRS,0.005208333333333333,0.984375,0.010416666666666666,0.0,0.0,0.0
WALKING_DOWNSTAIRS,0.0029850746268656717,0.008955223880597015,0.9880597014925373,0.0,0.0,0.0
SITTING,0.0,0.0020920502092050207,0.0,0.9497907949790795,0.04602510460251046,0.0020920502092050207
STANDING,0.0,0.0,0.0,0.06962025316455696,0.930379746835443,0.0
LAYING,0.0,0.0,0.0,0.0,0.0,1.0
