label,support,error_rate,recall
WALKING,432,0.009259259259259259,0.9907407407407407
WALKING_UPSTAIRS,384,0.015625,0.984375
WALKING_DOWNSTAIRS,335,0.011940298507462687,0.9880597014925373
SITTING,478,0.0502092050209205,0.9497907949790795
STANDING,474,0.06962025316455696,0.930379746835443
LAYING,481,0.0,1.0
