topk,feature_count,seed,stopped_round,stopped_early,best_round,best_loss,final_loss,final_accuracy,final_worst_client_accuracy,total_comm_until_stop,final_auroc,final_auprc,final_balanced_accuracy,final_sensitivity,final_specificity,final_worst_client_recall,final_worst_client_auprc
50,1021,7,37,True,22,0.27754351993401843,0.3061114889052179,0.8376894460784065,0.7505646347999573,448312720,0.9136059121597371,0.6677758120626862,0.834645285068002,0.8647482014388489,0.8045423686971549,0.5,0.32178333030841305
50,1021,11,35,True,20,0.274493298596806,0.2886350883377923,0.8578353259298537,0.7713927030563354,424079600,0.9135011561200955,0.6634353314064841,0.8323894189591856,0.8398081534772183,0.8249706844411528,0.4,0.3453961159997636
50,1021,13,60,False,48,0.26599198083082837,0.29982787287897533,0.8408556448088752,0.7473024129867554,726993600,0.9141494210667385,0.6686722716881546,0.833022084461666,0.86810551558753,0.797938653335802,0.4,0.2667907642752844
