true_label,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING
WALKING,0.9189814814814815,0.07175925925925926,0.009259259259259259,0.0,0.0,0.0
WALKING_UPSTAIRS,0.0078125,0.9869791666666666,0.005208333333333333,0.0,0.0,0.0
WALKING_DOWNSTAIRS,0.04477611940298507,0.22686567164179106,0.7283582089552239,0.0,0.0,0.0
SITTING,0.0,0.0041841004184100415,0.0,0.8347280334728033,0.1589958158995816,0.0020920502092050207
STANDING,0.0,0.002109704641350211,0.0,0.07172995780590717,0.9261603375527426,0.0
LAYING,0.0,0.004158004158004158,0.0,0.04365904365904366,0.010395010395010396,0.9417879417879418
