run_type,seed,alpha,round,loss,accuracy,worst_client_accuracy,upload_bytes,download_bytes,total_comm_bytes,selected_clients,best_loss_so_far,best_round,rounds_since_improvement,stopped_early,auroc,auprc,balanced_accuracy,sensitivity,specificity,worst_client_recall,worst_client_auprc
ga_best_validated,37,,1,0.38662825028101605,0.9057632088661194,0.844918429851532,3634968,3634968,7269936,1 0 5,0.38662825028101605,1,0,False,0.8731246293466985,0.5595431504583455,0.7308726468186679,0.5290167865707434,0.9327285070665926,0.0,0.22284265499531652
ga_best_validated,37,,2,0.35790324128336376,0.8340619537565443,0.7232120633125305,3634968,3634968,7269936,5 7 4,0.35790324128336376,2,0,False,0.8921633957414701,0.618657924570928,0.8117981526646856,0.8278177458033573,0.7957785595260137,0.4,0.25126839586822525
ga_best_validated,37,,3,0.38259751929177177,0.8420771823989021,0.732245922088623,3634968,3634968,7269936,1 7 4,0.35790324128336376,2,1,False,0.8988006040270542,0.6419068881232924,0.8200266670573928,0.8369304556354916,0.803122878479294,0.4,0.30744867209315513
ga_best_validated,37,,4,0.359361266096433,0.8103130194875929,0.693350076675415,3634968,3634968,7269936,4 6 5,0.35790324128336376,2,2,False,0.895709575646278,0.6316762077314629,0.8110722457027897,0.8498800959232614,0.7722643954823181,0.7154471544715447,0.24757394584405887
ga_best_validated,37,,5,0.3462096717622545,0.8352732194794549,0.7337515950202942,3634968,3634968,7269936,6 7 1,0.3462096717622545,5,0,False,0.8965086105527724,0.637914428435472,0.8160608413842894,0.8422062350119904,0.7899154477565883,0.4,0.24871695213911588
ga_best_validated,37,,6,0.4363599220911662,0.8537171416812472,0.7332496643066406,3634968,3634968,7269936,0 1 3,0.3462096717622545,5,1,False,0.9011888582080086,0.6406304277319865,0.8182159179155473,0.8215827338129497,0.8148491020181448,0.4,0.33095315428379857
ga_best_validated,37,,7,0.3866089748011695,0.8388192123836942,0.7631116509437561,3634968,3634968,7269936,1 4 2,0.3462096717622545,5,2,False,0.8960572330878123,0.6355660494143038,0.8093833320679136,0.822062350119904,0.796704314015923,0.3,0.28210139200201956
ga_best_validated,37,,8,0.278836910923322,0.8764555255572001,0.7997490763664246,3634968,3634968,7269936,6 5 7,0.278836910923322,8,0,False,0.9026385112979789,0.6505872621906095,0.8217219299916483,0.7846522781774581,0.8587915818058385,0.3,0.2505344093981543
ga_best_validated,37,,9,0.3212873645954662,0.8664262427224053,0.7761605978012085,3634968,3634968,7269936,0 3 4,0.278836910923322,8,1,False,0.9005608547784991,0.6490107872147308,0.8166318787221658,0.7971223021582734,0.8361414552860581,0.2,0.19643632184141027
ga_best_validated,37,,10,0.3391144606802199,0.8656196792920431,0.7636135220527649,3634968,3634968,7269936,6 1 0,0.278836910923322,8,2,False,0.8988227747740707,0.6384080586037814,0.8132790046429808,0.7880095923261391,0.8385484169598223,0.4,0.29378789215365575
ga_best_validated,37,,11,0.30716531806521946,0.8758920364909701,0.7794228196144104,3634968,3634968,7269936,0 5 8,0.278836910923322,8,3,False,0.8942604257641841,0.6315416199253318,0.8078844534074647,0.758273381294964,0.8574955255199654,0.2,0.2172708330954981
ga_best_validated,37,,12,0.34434429307778675,0.8635720676845975,0.7769134044647217,3634968,3634968,7269936,3 0 2,0.278836910923322,8,4,False,0.9021824865602797,0.6549467472184448,0.8193341050174117,0.8043165467625899,0.8343516632722335,0.4,0.25760661911085114
ga_best_validated,37,,13,0.3689674701955583,0.8279218276341757,0.7478042840957642,3634968,3634968,7269936,5 2 6,0.278836910923322,8,5,False,0.8997682431725421,0.6485135289766132,0.8157954140298204,0.8455635491606714,0.7860272788989693,0.6,0.3578645517344148
ga_best_validated,37,,14,0.3208809345960617,0.8802465067969428,0.7899623513221741,3634968,3634968,7269936,0 8 1,0.278836910923322,8,6,False,0.90020205276253,0.6497945753996673,0.8093083836948216,0.7558752997601919,0.8627414676294514,0.2,0.2283839113300335
