run_type,seed,alpha,round,loss,accuracy,worst_client_accuracy,upload_bytes,download_bytes,total_comm_bytes,selected_clients,best_loss_so_far,best_round,rounds_since_improvement,stopped_early,auroc,auprc,balanced_accuracy,sensitivity,specificity,worst_client_recall,worst_client_auprc,drift_mean_update_norm,drift_avg_update_norm
cvar_0.5,41,0.5,1,0.4982488850752513,0.7737174696392484,0.5316280722618103,6058280,6058280,12116560,6 5 1 8 3,0.4982488850752513,1,0,False,0.8767468084410458,0.5974629556253551,0.7742306358579124,0.8580335731414868,0.6904276985743381,0.4,0.33528693528693526,11.967631912231445,11.622222900390625
cvar_0.5,41,0.5,2,0.39754774421453476,0.8103512393103706,0.6875215768814087,6058280,6058280,12116560,4 8 3 5 7,0.39754774421453476,2,0,False,0.8931964371106337,0.6248627879815027,0.8061461661997933,0.86378896882494,0.7485033635746466,0.4,0.33826344762964483,11.504130268096924,9.645315170288086
cvar_0.5,41,0.5,3,0.4147411303387748,0.8376076685057746,0.7319949865341187,6058280,6058280,12116560,0 3 5 8 7,0.39754774421453476,2,1,False,0.900661451953046,0.6429166510039179,0.81733753896716,0.8393285371702638,0.7953465407640561,0.4,0.3382950266309893,13.15002088546753,8.521003723144531
cvar_0.5,41,0.5,4,0.4477774285607868,0.7924057907528348,0.5724161863327026,6058280,6058280,12116560,2 8 5 7 1,0.39754774421453476,2,2,False,0.8921872241144319,0.6401477039525748,0.7945954142074232,0.8623501199040767,0.7268407085107697,0.5,0.37508018098582113,12.945340061187744,10.215255737304688
cvar_0.5,41,0.5,5,0.38026180697811973,0.85440018441942,0.7641154527664185,6058280,6058280,12116560,4 0 7 8 6,0.38026180697811973,5,0,False,0.9019676463976013,0.651502039558521,0.8222460801956473,0.8182254196642685,0.8262667407270259,0.5,0.33204059170570194,11.84528636932373,9.063436508178711
cvar_0.5,41,0.5,6,0.3850885596540239,0.8300733433829414,0.7317440509796143,6058280,6058280,12116560,6 4 8 5 1,0.38026180697811973,5,1,False,0.9018008773873328,0.6495192455086716,0.8211135516693107,0.8532374100719424,0.788989693266679,0.5,0.3335996357759417,9.146293926239014,7.681097507476807
cvar_0.5,41,0.5,7,0.360199468003379,0.839078836970859,0.7520702481269836,6058280,6058280,12116560,1 5 7 3 8,0.360199468003379,7,0,False,0.9012255923829721,0.647391518457558,0.8199613092344121,0.8455635491606714,0.7943590693081528,0.5,0.3267949756996125,12.841804599761963,8.553535461425781
cvar_0.5,41,0.5,8,0.41826406949096256,0.8440207640329996,0.7362609505653381,6058280,6058280,12116560,8 0 7 6 1,0.360199468003379,7,1,False,0.9058262739928407,0.657597925372044,0.8246112608154543,0.8441247002398081,0.8050978213911004,0.5,0.3250675240595805,13.038711452484131,8.291291236877441
cvar_0.5,41,0.5,9,0.3726181387901306,0.838460644086202,0.7332496643066406,6058280,6058280,12116560,2 0 8 6 1,0.360199468003379,7,2,False,0.9047792760052279,0.6589776862411704,0.820663994632844,0.8460431654676259,0.7952848237980621,0.5,0.3414559902909544,13.51545000076294,8.573699951171875
cvar_0.5,41,0.5,10,0.35577226016256547,0.848801871140798,0.752321183681488,6058280,6058280,12116560,0 2 3 8 7,0.35577226016256547,10,0,False,0.9058177490594082,0.6622091200780322,0.8250592194269024,0.8388489208633093,0.8112695179904956,0.5,0.3533541046512496,15.750304031372071,7.6880364418029785
cvar_0.5,41,0.5,11,0.3998116867409812,0.8339201940430535,0.7638645172119141,6058280,6058280,12116560,6 2 0 5 8,0.35577226016256547,10,1,False,0.894910185534224,0.6444141585175976,0.8099537033953655,0.8273381294964028,0.7925692772943282,0.5,0.36106305219281626,11.765282344818115,10.725582122802734
cvar_0.5,41,0.5,12,0.32369522253672284,0.8603288994895087,0.7661229372024536,6058280,6058280,12116560,6 0 5 8 3,0.32369522253672284,12,0,False,0.9063159248568559,0.6569763465599328,0.8228959287670771,0.8139088729016787,0.8318829846324755,0.5,0.4141692052462987,11.967962741851807,9.876014709472656
