x_metric,y_metric,n,pearson_r,p_value
js_divergence,accuracy,30,0.14219068562054432,0.4535326927231831
js_divergence,error_rate,30,-0.14219068562054427,0.453532692723184
label_entropy,accuracy,30,-0.11959103594882599,0.5290483357881861
label_entropy,error_rate,30,0.11959103594882592,0.5290483357881861
samples,accuracy,30,0.2563759558137936,0.17145440238819645
samples,error_rate,30,-0.2563759558137937,0.17145440238819645
