accuracy,clients_per_round,comm,fitness,local_epochs,loss,lr
0.904519255956014,10,64465600,0.9082434000688394,4,0.2635874000688394,0.02
0.883594032128652,10,64465600,0.9779158591844241,2,0.3332598591844241,0.03
0.9040579001108805,15,96698400,1.2363447111771901,4,0.2693607111771901,0.02
0.7748851319154103,10,64465600,1.5492749685662597,1,0.6534702877203623,0.03
0.7612660487492879,15,96698400,2.214803002469381,2,0.86047948996226,0.01
0.6545536597569783,5,32232800,2.9387863961168934,1,1.161994993686676,0.01
