method,seed,mu,stopped_round,stopped_early,best_round,best_loss,final_loss,final_accuracy,final_worst_client_accuracy,total_comm_until_stop,final_auroc,final_auprc,final_balanced_accuracy,final_sensitivity,final_specificity,final_worst_client_recall,final_worst_client_auprc,dense_cost,sparse_cost,beta
fedprox_mu_0p001,7,0.001,30,True,15,0.3218076270487573,0.3999188128444884,0.8773093488481309,0.8130132555961609,363496800,0.905030569138468,0.6506106587361233,0.8174187034375462,0.7688249400479616,0.8660124668271307,0.4,0.2663465778259852,363496800.0,363496800.0,
fedprox_mu_0p001,11,0.001,30,True,15,0.300066498418649,0.33319996959633297,0.8840233484903971,0.8062735199928284,363496800,0.9091350729821623,0.6579443728179922,0.8176603320195168,0.7649880095923262,0.8703326544467074,0.3,0.23138183270505075,363496800.0,363496800.0,
fedprox_mu_0p001,19,0.001,39,True,24,0.30031836529572803,0.37869412700335187,0.8827540278434753,0.8220828175544739,472545840,0.9004341203948525,0.6497052125033833,0.8129135869234625,0.7520383693045564,0.8737888045423687,0.5,0.36974773956796425,472545840.0,472545840.0,
fedprox_mu_0p001,23,0.001,36,True,21,0.32001787258519065,0.40151722232500714,0.879621062013838,0.824843168258667,436196160,0.8956349380780508,0.6447349377856382,0.8120584295385391,0.747242206235012,0.8768746528420663,0.5,0.2086982987174803,436196160.0,436196160.0,
fedprox_mu_0p001,29,0.001,42,True,27,0.3000948015186522,0.3644442293379042,0.8951450321409438,0.826097846031189,508895520,0.8945003375192828,0.6407052913387834,0.7996503445271925,0.705515587529976,0.893785101524409,0.0,0.19434009808069957,508895520.0,508895520.0,
fedprox_mu_0p001,31,0.001,33,True,18,0.2938697992099656,0.4187348021401299,0.8900109993086921,0.8311166763305664,399846480,0.9034693667025276,0.6546422720623375,0.8074034606789666,0.7280575539568346,0.8867493674010986,0.3,0.22991657647907648,399846480.0,399846480.0,
fedprox_mu_0p001,37,0.001,38,True,36,0.3032231777906418,0.3971044785446591,0.8683308760325114,0.8212255239486694,460429280,0.9008123847154454,0.6512154005318783,0.8137536036714046,0.7683453237410072,0.8591618836018021,0.6,0.27401652492039863,460429280.0,460429280.0,
fedprox_mu_0p001,41,0.001,35,True,20,0.29401412937376237,0.3779919577969445,0.8606533275710212,0.7854453921318054,424079600,0.906469181255625,0.6612600753498388,0.8263071009587442,0.8148681055155875,0.8377460964019009,0.6,0.2719373902789165,424079600.0,424079600.0,
fedprox_mu_0p001,43,0.001,42,True,27,0.3213781913121541,0.3971393307050069,0.8784476253721449,0.8153073787689209,508895520,0.9022493540068889,0.6464118107246924,0.8099794113977472,0.7501199040767386,0.8698389187187557,0.4,0.19387301587301586,508895520.0,508895520.0,
fedprox_mu_0p001,47,0.001,40,True,25,0.28676049825217986,0.3868286775218116,0.8749386866887411,0.8030112981796265,484662400,0.9016723521756563,0.6535836966356887,0.8092987043433204,0.7544364508393285,0.8641609578473122,0.5,0.2692776753490007,484662400.0,484662400.0,
fedprox_mu_0p01,7,0.01,64,True,49,0.27501191364394295,0.29535191423363155,0.8648978273073832,0.7978521585464478,775459840,0.9040115583889119,0.6481445785244989,0.8208966098737378,0.7904076738609113,0.8513855458865642,0.6,0.3782719488045755,775459840.0,775459840.0,
fedprox_mu_0p01,11,0.01,46,True,37,0.276435191432635,0.30254554996887845,0.8558543655607436,0.7628607153892517,557361760,0.912098390164003,0.6643877519105227,0.8318365859062427,0.841726618705036,0.8219465531074492,0.5,0.3377235772357724,557361760.0,557361760.0,
fedprox_mu_0p01,19,0.01,43,True,28,0.27547791517443126,0.28821900569730335,0.8523248036702474,0.7573400139808655,521012080,0.9095089860346494,0.6612683743007854,0.8246379012324301,0.829736211031175,0.8195395914336852,0.4,0.26317000688597597,521012080.0,521012080.0,
fedprox_mu_0p01,23,0.01,55,True,40,0.24539199554257923,0.3126716406808959,0.8759394685427347,0.8112923502922058,666410800,0.9012894701827874,0.6532481924070193,0.8205749268387549,0.7808153477218226,0.8603345059556872,0.6,0.3287923861650517,666410800.0,666410800.0,
fedprox_mu_0p01,29,0.01,30,True,15,0.29229403618309235,0.30249403831031585,0.8512896762953864,0.773149311542511,363496800,0.9148405622844809,0.6724641036780702,0.833695953809069,0.8474820143884892,0.8199098932296488,0.4,0.4292116728100958,363496800.0,363496800.0,
