method,seed,round,client_id,update_norm,cosine_to_mean,distance_to_mean
fedavg_default,37,1,1,14.877973556518555,0.49342992901802063,13.291422843933105
fedavg_default,37,1,0,16.480854034423828,0.4919193387031555,14.526870727539062
fedavg_default,37,1,5,4.922250270843506,0.1250859498977661,10.912549018859863
fedavg_default,37,1,2,18.49736213684082,0.746809720993042,12.773381233215332
fedavg_default,37,1,3,17.324411392211914,0.6287642121315002,13.481452941894531
fedavg_default,37,2,8,14.308110237121582,0.5370869636535645,12.151678085327148
fedavg_default,37,2,1,13.475566864013672,0.5030921697616577,11.874418258666992
fedavg_default,37,2,5,4.626876354217529,0.13588345050811768,9.629413604736328
fedavg_default,37,2,3,16.794939041137695,0.8044948577880859,10.908747673034668
fedavg_default,37,2,4,7.027177810668945,0.1815224289894104,10.436944007873535
fedavg_default,37,3,4,6.984733581542969,0.10711271315813065,11.274591445922852
fedavg_default,37,3,6,6.8175272941589355,0.1363905519247055,11.014046669006348
fedavg_default,37,3,5,4.606385707855225,0.05467820167541504,10.445442199707031
fedavg_default,37,3,3,15.882315635681152,0.7670648694038391,10.504520416259766
fedavg_default,37,3,7,15.566736221313477,0.6782501339912415,11.476529121398926
fedavg_default,37,4,2,17.48194122314453,0.6865862607955933,13.153339385986328
fedavg_default,37,4,0,16.17487144470215,0.47584885358810425,14.256064414978027
fedavg_default,37,4,7,14.929747581481934,0.445027619600296,13.514756202697754
fedavg_default,37,4,3,15.810023307800293,0.5089661478996277,13.62106990814209
fedavg_default,37,4,6,6.809393882751465,0.09660279750823975,10.45447826385498
fedavg_default,37,5,8,14.5482177734375,0.3889886438846588,13.970905303955078
fedavg_default,37,5,4,7.060680866241455,0.08992082625627518,11.396812438964844
fedavg_default,37,5,2,17.63886260986328,0.7622882723808289,12.045914649963379
fedavg_default,37,5,5,4.543652534484863,0.05423133447766304,10.399053573608398
fedavg_default,37,5,3,16.53304100036621,0.5833661556243896,13.428412437438965
fedavg_default,37,6,5,5.118306636810303,0.0739508792757988,10.523951530456543
fedavg_default,37,6,0,16.304773330688477,0.8385488986968994,9.779923439025879
fedavg_default,37,6,6,7.021546363830566,0.13835178315639496,11.067790985107422
fedavg_default,37,6,4,7.151705265045166,0.10547874867916107,11.335856437683105
fedavg_default,37,6,8,14.723782539367676,0.6109693646430969,11.67093276977539
fedavg_default,37,7,3,17.132583618164062,0.6670652031898499,12.994484901428223
fedavg_default,37,7,6,6.7190632820129395,0.0931653156876564,10.71134090423584
fedavg_default,37,7,0,15.457130432128906,0.5464193820953369,12.956999778747559
fedavg_default,37,7,7,15.629161834716797,0.5699667930603027,12.842263221740723
fedavg_default,37,7,5,4.445610046386719,0.0470280759036541,9.841104507446289
fedavg_default,37,8,8,14.641940116882324,0.5137143135070801,12.603285789489746
fedavg_default,37,8,5,4.464263439178467,0.06458982080221176,9.375920295715332
fedavg_default,37,8,0,15.817554473876953,0.6631457805633545,11.999039649963379
fedavg_default,37,8,7,15.00266170501709,0.6302951574325562,11.683636665344238
fedavg_default,37,8,4,6.78854513168335,0.11319257318973541,10.289087295532227
fedavg_default,37,9,3,16.42374038696289,0.5675948262214661,13.521825790405273
fedavg_default,37,9,0,15.310113906860352,0.45791271328926086,13.805916786193848
fedavg_default,37,9,2,17.616132736206055,0.7435908913612366,12.369027137756348
fedavg_default,37,9,6,7.03338098526001,0.0603516548871994,11.335442543029785
fedavg_default,37,9,4,7.1917219161987305,0.07178390026092529,11.359282493591309
fedavg_default,37,10,2,17.538976669311523,0.7137027978897095,12.879923820495605
