method,seed,round,client_id,update_norm,cosine_to_mean,distance_to_mean
cvar_0,29,1,8,15.261101722717285,0.5083261728286743,13.510433197021484
cvar_0,29,1,1,14.767739295959473,0.5387331247329712,12.782734870910645
cvar_0,29,1,2,18.335054397583008,0.8721725344657898,10.318866729736328
cvar_0,29,1,4,7.891864776611328,0.16229096055030823,12.36828327178955
cvar_0,29,1,5,5.149206161499023,0.1271476000547409,11.438643455505371
cvar_0,29,2,4,6.845617771148682,0.1424711048603058,10.542974472045898
cvar_0,29,2,1,13.695219039916992,0.43359217047691345,12.72787857055664
cvar_0,29,2,8,13.937350273132324,0.410735160112381,13.136055946350098
cvar_0,29,2,2,16.927696228027344,0.7393602728843689,11.912178993225098
cvar_0,29,2,3,16.299152374267578,0.632138192653656,12.69133472442627
cvar_0,29,3,6,6.71700382232666,0.16106000542640686,9.936336517333984
cvar_0,29,3,0,16.178510665893555,0.5828523635864258,13.180317878723145
cvar_0,29,3,7,15.659721374511719,0.5666376352310181,12.908976554870605
cvar_0,29,3,8,14.169182777404785,0.4640461504459381,12.695487976074219
cvar_0,29,3,3,16.07977867126465,0.597457766532898,12.943241119384766
cvar_0,29,4,3,16.410045623779297,0.5391402840614319,13.820961952209473
cvar_0,29,4,5,4.620403289794922,0.034708354622125626,9.792253494262695
cvar_0,29,4,0,15.949356079101562,0.46185487508773804,14.218362808227539
cvar_0,29,4,8,13.943741798400879,0.3630436360836029,13.518109321594238
cvar_0,29,4,2,17.5428409576416,0.705287516117096,12.940821647644043
cvar_0,29,5,8,13.91132926940918,0.5560899972915649,11.576255798339844
cvar_0,29,5,6,6.686445236206055,0.16641581058502197,9.75989055633545
cvar_0,29,5,7,15.513715744018555,0.7512268424034119,10.77249526977539
cvar_0,29,5,5,4.427794456481934,0.06628646701574326,9.152400016784668
cvar_0,29,5,1,13.575522422790527,0.5085151195526123,11.773537635803223
cvar_0,29,6,7,15.043986320495605,0.462390273809433,13.515347480773926
cvar_0,29,6,2,17.809165954589844,0.7216137647628784,12.878215789794922
cvar_0,29,6,1,13.835341453552246,0.36717650294303894,13.49165153503418
cvar_0,29,6,3,16.835634231567383,0.5794287323951721,13.735615730285645
cvar_0,29,6,5,5.074028015136719,0.02642131969332695,10.328598022460938
cvar_0,29,7,8,14.135221481323242,0.46477633714675903,12.695771217346191
cvar_0,29,7,3,16.614410400390625,0.7195956110954285,11.98755168914795
cvar_0,29,7,4,7.077914237976074,0.13382819294929504,10.455065727233887
cvar_0,29,7,5,4.513926029205322,0.08336656540632248,9.461572647094727
cvar_0,29,7,7,14.712418556213379,0.599450409412384,11.776656150817871
cvar_0,29,8,4,6.942997932434082,0.13216285407543182,9.688441276550293
cvar_0,29,8,8,13.62173080444336,0.42644286155700684,12.471014976501465
cvar_0,29,8,7,14.830172538757324,0.5556815266609192,12.340046882629395
cvar_0,29,8,1,13.806103706359863,0.4196798503398895,12.681132316589355
cvar_0,29,8,3,16.3243350982666,0.6722092032432556,12.511808395385742
cvar_0,29,9,7,15.404301643371582,0.5108881592750549,13.346611022949219
cvar_0,29,9,2,17.972061157226562,0.805812656879425,11.73653793334961
cvar_0,29,9,6,7.237957000732422,0.08458705991506577,11.47256088256836
cvar_0,29,9,8,14.241289138793945,0.3849044442176819,13.754794120788574
cvar_0,29,9,5,5.159121513366699,0.04850819706916809,10.618391990661621
cvar_0,29,10,7,14.671944618225098,0.6174836754798889,11.548264503479004
cvar_0,29,10,6,7.2340521812438965,0.10457602888345718,10.67601490020752
cvar_0,29,10,8,13.931868553161621,0.4781549572944641,12.395710945129395
cvar_0,29,10,4,7.316530227661133,0.08084120601415634,10.864224433898926
cvar_0,29,10,0,17.18878173828125,0.7171608209609985,12.532522201538086
cvar_0,29,11,5,4.582601547241211,0.08396937698125839,10.2723970413208
cvar_0,29,11,2,17.71954345703125,0.8145235776901245,11.36504077911377
cvar_0,29,11,7,15.072749137878418,0.5210495591163635,12.981230735778809
cvar_0,29,11,1,14.178143501281738,0.3984486162662506,13.586982727050781
cvar_0,29,11,6,7.290598392486572,0.08412966132164001,11.54521369934082
cvar_0,29,12,1,14.34530258178711,0.49162939190864563,12.611912727355957
cvar_0,29,12,6,6.822222709655762,0.10922073572874069,10.520194053649902
cvar_0,29,12,8,13.927485466003418,0.48907604813575745,12.307868957519531
cvar_0,29,12,3,16.585025787353516,0.7884540557861328,11.066215515136719
cvar_0,29,12,5,4.47907018661499,0.07203469425439835,9.571793556213379
cvar_0,29,13,7,15.651105880737305,0.7483738660812378,10.935494422912598
cvar_0,29,13,4,7.292317867279053,0.13389940559864044,10.271028518676758
cvar_0,29,13,8,13.876739501953125,0.5438464283943176,11.667909622192383
cvar_0,29,13,5,4.5485076904296875,0.07905405759811401,9.122199058532715
cvar_0,29,13,1,13.817610740661621,0.5169631838798523,11.882078170776367
cvar_0,29,14,5,5.088229656219482,0.044331036508083344,10.170023918151855
cvar_0,29,14,3,16.41115951538086,0.5379976630210876,13.835277557373047
cvar_0,29,14,8,14.102853775024414,0.33546870946884155,13.96511459350586
cvar_0,29,14,2,18.009872436523438,0.7047968506813049,13.290164947509766
cvar_0,29,14,0,16.824060440063477,0.4882761538028717,14.70510196685791
cvar_0,29,15,0,16.078548431396484,0.6074302792549133,12.827523231506348
cvar_0,29,15,6,6.993653774261475,0.10491336137056351,10.484309196472168
cvar_0,29,15,3,16.576074600219727,0.7011039853096008,12.205129623413086
cvar_0,29,15,4,6.692480564117432,0.08446919173002243,10.42540168762207
cvar_0,29,15,1,13.820795059204102,0.42643406987190247,12.786320686340332
cvar_0,29,16,6,7.210846900939941,0.0912102535367012,11.463294982910156
cvar_0,29,16,2,17.49221420288086,0.7574996948242188,11.990943908691406
cvar_0,29,16,7,15.54977798461914,0.5101844072341919,13.476468086242676
cvar_0,29,16,0,16.026308059692383,0.5205062031745911,13.741279602050781
cvar_0,29,16,5,4.707037925720215,0.0430297777056694,10.50239086151123
cvar_0,29,17,0,16.325048446655273,0.6663540005683899,12.380876541137695
cvar_0,29,17,4,7.376540184020996,0.06412240862846375,10.977842330932617
cvar_0,29,17,8,14.52916431427002,0.5021511316299438,12.63382625579834
cvar_0,29,17,6,7.319281101226807,0.10122006386518478,10.72642993927002
cvar_0,29,17,7,15.6351900100708,0.6398449540138245,12.09558391571045
cvar_0,29,18,0,15.735124588012695,0.6183440089225769,12.51669692993164
cvar_0,29,18,8,14.154484748840332,0.4656137228012085,12.584418296813965
cvar_0,29,18,4,7.1153693199157715,0.09678444266319275,10.033249855041504
cvar_0,29,18,7,15.361692428588867,0.6028858423233032,12.343327522277832
cvar_0,29,18,1,14.013236045837402,0.4361307919025421,12.722272872924805
cvar_0,29,19,2,17.838092803955078,0.7019059062004089,13.460484504699707
cvar_0,29,19,7,15.341647148132324,0.47397446632385254,13.532818794250488
cvar_0,29,19,8,13.99142074584961,0.37601014971733093,13.266929626464844
cvar_0,29,19,1,14.050943374633789,0.35808467864990234,13.467994689941406
cvar_0,29,19,0,15.425323486328125,0.4558458924293518,13.769129753112793
cvar_0,29,20,0,15.799826622009277,0.42274969816207886,14.403477668762207
cvar_0,29,20,3,16.717931747436523,0.5313157439231873,14.177523612976074
cvar_0,29,20,2,17.264097213745117,0.6470034122467041,13.485580444335938
cvar_0,29,20,7,15.7388334274292,0.46874570846557617,13.929487228393555
cvar_0,29,20,8,14.242539405822754,0.359435498714447,13.652491569519043
cvar_0,29,21,2,17.129283905029297,0.6965675950050354,12.690718650817871
cvar_0,29,21,3,16.46021270751953,0.5620803833007812,13.622572898864746
cvar_0,29,21,0,15.765787124633789,0.4569760859012604,14.11026382446289
cvar_0,29,21,5,5.002475261688232,0.0038747533690184355,10.078246116638184
cvar_0,29,21,1,13.6859712600708,0.3811317980289459,13.142217636108398
cvar_0,29,22,0,15.363225936889648,0.6589049696922302,11.633265495300293
cvar_0,29,22,6,7.416662693023682,0.10940606892108917,10.863255500793457
cvar_0,29,22,7,16.23474884033203,0.6685777306556702,12.248058319091797
cvar_0,29,22,1,14.192281723022461,0.4854097068309784,12.552966117858887
cvar_0,29,22,5,5.02898645401001,0.04683127626776695,9.920650482177734
cvar_0,29,23,3,17.511049270629883,0.5806517601013184,14.356937408447266
cvar_0,29,23,8,13.945693969726562,0.3915574848651886,13.181404113769531
cvar_0,29,23,2,17.548389434814453,0.6820515394210815,13.300500869750977
cvar_0,29,23,1,13.542658805847168,0.34496116638183594,13.26803970336914
cvar_0,29,23,0,15.324143409729004,0.44378992915153503,13.834068298339844
cvar_0,29,24,1,13.74162483215332,0.39221900701522827,13.1051664352417
cvar_0,29,24,4,6.822153568267822,0.1229664608836174,10.487557411193848
cvar_0,29,24,2,17.204383850097656,0.7339855432510376,12.280781745910645
cvar_0,29,24,8,14.171284675598145,0.3845575451850891,13.515822410583496
cvar_0,29,24,3,16.966352462768555,0.587279736995697,13.777552604675293
cvar_0,29,25,0,15.795589447021484,0.48437365889549255,13.910577774047852
cvar_0,29,25,5,4.383141040802002,0.0035280766896903515,10.216962814331055
cvar_0,29,25,3,16.393474578857422,0.5899616479873657,13.243515014648438
cvar_0,29,25,2,16.42150115966797,0.7154750823974609,11.742977142333984
cvar_0,29,25,4,6.923164367675781,0.07980383932590485,11.09852123260498
cvar_0,29,26,2,17.302570343017578,0.7355210185050964,12.161114692687988
cvar_0,29,26,4,7.066086292266846,0.06860565394163132,11.436262130737305
cvar_0,29,26,3,16.616588592529297,0.5806311368942261,13.529670715332031
cvar_0,29,26,5,4.466662883758545,0.03873704373836517,10.330877304077148
cvar_0,29,26,0,15.358790397644043,0.47172051668167114,13.727367401123047
cvar_0,29,27,6,7.467178821563721,0.1265963464975357,11.054019927978516
cvar_0,29,27,0,15.72375202178955,0.6191291809082031,12.361570358276367
cvar_0,29,27,3,16.41495132446289,0.6964187026023865,11.99887752532959
cvar_0,29,27,8,15.357112884521484,0.5039262771606445,13.339563369750977
cvar_0,29,27,5,4.777329444885254,0.0626571848988533,10.053757667541504
cvar_0,29,28,0,14.87626838684082,0.560660719871521,12.321037292480469
cvar_0,29,28,5,4.342703342437744,0.015670571476221085,9.110038757324219
cvar_0,29,28,3,15.180642127990723,0.6023059487342834,12.165098190307617
cvar_0,29,28,1,13.600715637207031,0.4433337152004242,12.361783027648926
cvar_0,29,28,7,15.861071586608887,0.5577231049537659,13.187552452087402
