run_type,seed,alpha,round,loss,accuracy,worst_client_accuracy,upload_bytes,download_bytes,total_comm_bytes,selected_clients,best_loss_so_far,best_round,rounds_since_improvement,stopped_early,auroc,auprc,balanced_accuracy,sensitivity,specificity,worst_client_recall,worst_client_auprc,mu,drift_mean_update_norm,drift_avg_update_norm,method
fedprox_mu_0p01,31,,1,0.5354880392551422,0.7842216094334921,0.6439682245254517,6058280,6058280,12116560,0 7 8 3 1,0.5354880392551422,1,0,False,0.8796696173888513,0.5752726794881042,0.7873957083176266,0.8609112709832134,0.7138801456520397,0.4,0.30271238425925934,0.01,6.121599006652832,3.257674217224121,fedprox_mu_0p01
fedprox_mu_0p01,31,,2,0.47508445382118225,0.8065689934624566,0.6925972104072571,6058280,6058280,12116560,0 2 8 4 1,0.47508445382118225,2,0,False,0.8990494107213767,0.6265261547475278,0.8125142914736901,0.8776978417266187,0.7473307412207616,0.5,0.3069363811047857,0.01,5.072769355773926,2.772566318511963,fedprox_mu_0p01
fedprox_mu_0p01,31,,3,0.4146459549665451,0.8109566966692606,0.7114177942276001,6058280,6058280,12116560,2 8 5 0 6,0.4146459549665451,3,0,False,0.8958211101920166,0.6227447219858578,0.812443916372179,0.8657074340527577,0.7591803986916004,0.6,0.38460547160876496,0.01,4.625786638259887,2.757107734680176,fedprox_mu_0p01
fedprox_mu_0p01,31,,4,0.3952387041515774,0.8186893529362149,0.7297365069389343,6058280,6058280,12116560,2 3 4 5 7,0.3952387041515774,4,0,False,0.9032084830191762,0.6463065607628785,0.8179322862761449,0.86810551558753,0.7677590569647597,0.6,0.3484322876189109,0.01,4.290691184997558,2.5755820274353027,fedprox_mu_0p01
fedprox_mu_0p01,31,,5,0.3745335555738873,0.8218352993329366,0.7096612453460693,6058280,6058280,12116560,8 6 1 4 0,0.3745335555738873,5,0,False,0.9076982368928038,0.6488576335866837,0.8255198322364141,0.8767386091127098,0.7743010553601185,0.5,0.3438701762575709,0.01,4.407914829254151,2.4028570652008057,fedprox_mu_0p01
fedprox_mu_0p01,31,,6,0.3311740805705388,0.8338521520296732,0.7277289628982544,6058280,6058280,12116560,1 0 6 3 2,0.3311740805705388,6,0,False,0.9087625659516824,0.6541313529786957,0.8281129660241442,0.8661870503597122,0.7900388816885762,0.5,0.33757955494797603,0.01,4.266666746139526,2.0862600803375244,fedprox_mu_0p01
fedprox_mu_0p01,31,,7,0.3212577766842312,0.8393030431535509,0.7545796632766724,6058280,6058280,12116560,3 8 2 7 6,0.3212577766842312,7,0,False,0.9092521724150027,0.6576594111052209,0.8291111380475327,0.8570743405275779,0.8011479355674875,0.5,0.39105610903556104,0.01,4.182733869552612,2.0729265213012695,fedprox_mu_0p01
fedprox_mu_0p01,31,,8,0.35185016360547805,0.8325177232424418,0.7427854537963867,6058280,6058280,12116560,3 8 5 1 7,0.3212577766842312,7,1,False,0.909591630528201,0.6575530758851545,0.8297986828089834,0.8690647482014389,0.7905326174165278,0.5,0.3777926290451623,0.01,4.0057073593139645,2.0292835235595703,fedprox_mu_0p01
fedprox_mu_0p01,31,,9,0.34321150928735733,0.840164926317003,0.7578418850898743,6058280,6058280,12116560,8 0 7 1 2,0.3212577766842312,7,2,False,0.9108651164608027,0.6621725428998885,0.8289895245440382,0.8527577937649881,0.8052212553230883,0.5,0.3084131976517241,0.01,4.15867018699646,1.8823662996292114,fedprox_mu_0p01
fedprox_mu_0p01,31,,10,0.3278593056731754,0.8410806655883789,0.7538268566131592,6058280,6058280,12116560,2 3 1 7 0,0.3212577766842312,7,3,False,0.9121904476048859,0.667020951952973,0.8324632129142086,0.8599520383693046,0.8049743874591125,0.5,0.36751394021715006,0.01,3.952557611465454,1.7629003524780273,fedprox_mu_0p01
fedprox_mu_0p01,31,,11,0.334867640501923,0.8369244668218825,0.7535759210586548,6058280,6058280,12116560,1 7 5 8 6,0.3212577766842312,7,4,False,0.906834732177228,0.6515734191056665,0.8264643682202915,0.8565947242206235,0.7963340122199593,0.5,0.3169860991405776,0.01,4.054994010925293,2.283998966217041,fedprox_mu_0p01
fedprox_mu_0p01,31,,12,0.330730860431989,0.8358267413245307,0.746298611164093,6058280,6058280,12116560,6 5 1 2 8,0.3212577766842312,7,5,False,0.9080036100725049,0.6571869110328866,0.8269968213542478,0.8623501199040767,0.791643522804419,0.5,0.3377850636177322,0.01,3.981430196762085,2.2165300846099854,fedprox_mu_0p01
fedprox_mu_0p01,31,,13,0.31929617209566963,0.8508593506283231,0.7656210660934448,6058280,6058280,12116560,7 0 2 6 5,0.31929617209566963,13,0,False,0.910951150207403,0.666195536017022,0.826689479743737,0.8350119904076738,0.8183669690798,0.5,0.34001991690226985,0.01,4.046407651901245,2.2867817878723145,fedprox_mu_0p01
fedprox_mu_0p01,31,,14,0.31362627777788377,0.8452611101998223,0.7638645172119141,6058280,6058280,12116560,5 6 3 8 2,0.31362627777788377,14,0,False,0.9108856295818741,0.6663457396687855,0.8292311531260088,0.8489208633093526,0.809541442942665,0.5,0.3704379922167506,0.01,3.9539281368255614,2.2407734394073486,fedprox_mu_0p01
fedprox_mu_0p01,31,,15,0.33554692069689435,0.844418552186754,0.7641154527664185,6058280,6058280,12116560,3 1 6 2 7,0.31362627777788377,14,1,False,0.9118502198796417,0.666437112556881,0.8327832975241729,0.8570743405275779,0.8084922545207678,0.5,0.32128712537646636,0.01,4.158314943313599,2.015834093093872,fedprox_mu_0p01
fedprox_mu_0p01,31,,16,0.3449204034275479,0.8334281312094795,0.7400251030921936,6058280,6058280,12116560,8 4 0 1 5,0.31362627777788377,14,2,False,0.9131872728071939,0.6692917840800648,0.8320513520677626,0.8690647482014389,0.7950379559340863,0.5,0.30259686984129214,0.01,4.061415290832519,2.4147286415100098,fedprox_mu_0p01
fedprox_mu_0p01,31,,17,0.3053145458300908,0.8477870027224222,0.760351300239563,6058280,6058280,12116560,0 5 7 8 3,0.3053145458300908,17,0,False,0.9134412003816684,0.6709760677656813,0.8307714576348548,0.8470023980815348,0.814540517188175,0.5,0.3499973039103474,0.01,4.241670608520508,2.147855520248413,fedprox_mu_0p01
