run_type,seed,alpha,round,loss,accuracy,worst_client_accuracy,upload_bytes,download_bytes,total_comm_bytes,selected_clients,best_loss_so_far,best_round,rounds_since_improvement,stopped_early,auroc,auprc,balanced_accuracy,sensitivity,specificity,worst_client_recall,worst_client_auprc,mu,drift_mean_update_norm,drift_avg_update_norm,method
logreg_fedprox_mu_0p001,43,,1,0.6757511529657576,0.7065489888191223,0.4808157682418823,40880,40880,81760,0 4 5 1 3,0.6757511529657576,1,0,False,0.863738736838709,0.5183158032789016,0.7605598838833025,0.8916067146282973,0.6295130531383077,0.5,0.2611676124650221,0.001,0.767733508348465,0.692302405834198,logreg_fedprox_mu_0p001
logreg_fedprox_mu_0p001,43,,2,0.81876197622882,0.7047832773791419,0.25302454829216003,40880,40880,81760,5 1 3 4 6,0.6757511529657576,1,1,False,0.8394562039685046,0.4300307980093547,0.7527466491905531,0.8815347721822542,0.6239585261988521,0.5,0.18947106078782708,0.001,0.5817478179931641,0.4932590126991272,logreg_fedprox_mu_0p001
logreg_fedprox_mu_0p001,43,,3,0.6976462751626968,0.7152174711227417,0.38645005226135254,40880,40880,81760,0 6 4 2 7,0.6757511529657576,1,2,False,0.860385433552806,0.5284369500316504,0.7624362128516036,0.8815347721822542,0.643337653520953,0.5,0.27229567389801235,0.001,0.6886173248291015,0.47402989864349365,logreg_fedprox_mu_0p001
logreg_fedprox_mu_0p001,43,,4,0.7058879633744558,0.722622381316291,0.3325268030166626,40880,40880,81760,8 6 3 1 0,0.6757511529657576,1,3,False,0.8583500760953912,0.4937835804002791,0.7619398574826494,0.8796163069544365,0.6442634080108622,0.5,0.23326536708097387,0.001,0.6984217286109924,0.3425503075122833,logreg_fedprox_mu_0p001
logreg_fedprox_mu_0p001,43,,5,0.6724031103981866,0.7364494601885477,0.314552366733551,40880,40880,81760,1 8 3 7 0,0.6724031103981866,5,0,False,0.8562223799926916,0.49634494661405654,0.7667433022661672,0.8719424460431655,0.6615441584891687,0.5,0.21901604988888215,0.001,0.7151027083396911,0.28217190504074097,logreg_fedprox_mu_0p001
logreg_fedprox_mu_0p001,43,,6,0.7811664980318811,0.7547245224316915,0.24818527698516846,40880,40880,81760,2 7 1 3 4,0.6724031103981866,5,1,False,0.8255553379921503,0.36431497316711653,0.7665160151086685,0.8580335731414868,0.6749984570758502,0.4,0.1572793678386691,0.001,0.6617163360118866,0.36211758852005005,logreg_fedprox_mu_0p001
logreg_fedprox_mu_0p001,43,,7,0.7156382948160172,0.7558478911717733,0.25959211587905884,40880,40880,81760,8 4 7 1 3,0.6724031103981866,5,2,False,0.844225297414355,0.43568373539218147,0.7682493294385043,0.8618705035971223,0.6746281552798864,0.5,0.18334704249542316,0.001,0.6697229146957397,0.3165590763092041,logreg_fedprox_mu_0p001
logreg_fedprox_mu_0p001,43,,8,0.6172180473804474,0.7476873265372382,0.4569650888442993,40880,40880,81760,1 0 4 7 8,0.6172180473804474,8,0,False,0.8673297318449629,0.5301273372645212,0.7754728341007994,0.86378896882494,0.6871566993766587,0.5,0.2016898169871902,0.001,0.6957994878292084,0.3746854066848755,logreg_fedprox_mu_0p001
logreg_fedprox_mu_0p001,43,,9,0.603328107131852,0.755455536974801,0.46076735854148865,40880,40880,81760,0 2 7 6 8,0.603328107131852,9,0,False,0.8721191312086416,0.544925704266004,0.7808932265407817,0.8729016786570744,0.6888847744244893,0.6,0.26167881082831684,0.001,0.6824812650680542,0.34519094228744507,logreg_fedprox_mu_0p001
logreg_fedprox_mu_0p001,43,,10,0.5515011234415902,0.7690578964021471,0.6803011298179626,40880,40880,81760,8 1 6 4 0,0.5515011234415902,10,0,False,0.8850907646406481,0.5862680704568967,0.7961443768517864,0.8724220623501199,0.719866691353453,0.5,0.3080787676632128,0.001,0.6208205878734588,0.3697086274623871,logreg_fedprox_mu_0p001
logreg_fedprox_mu_0p001,43,,11,0.6021517531739341,0.7583457397090064,0.4141030013561249,40880,40880,81760,1 7 6 5 2,0.5515011234415902,10,1,False,0.8658856584423258,0.5344584429875865,0.7774540375105952,0.8570743405275779,0.6978337344936123,0.6,0.2630239734096252,0.001,0.6113409757614136,0.443998247385025,logreg_fedprox_mu_0p001
logreg_fedprox_mu_0p001,43,,12,0.5529919084575441,0.7687386870384216,0.6886363625526428,40880,40880,81760,5 7 1 6 0,0.5515011234415902,10,2,False,0.8808956389785413,0.5783087229241611,0.7907161254887962,0.8575539568345324,0.7238782941430599,0.7,0.19992369928171824,0.001,0.5984158396720887,0.39586979150772095,logreg_fedprox_mu_0p001
logreg_fedprox_mu_0p001,43,,13,0.5431861231724421,0.7828128139177958,0.631524384021759,40880,40880,81760,5 0 4 2 8,0.5431861231724421,13,0,False,0.8793260448112534,0.5681968725924847,0.7896572577153977,0.8561151079136691,0.7231994075171264,0.5,0.3089695478892607,0.001,0.6157923519611359,0.4248785078525543,logreg_fedprox_mu_0p001
logreg_fedprox_mu_0p001,43,,14,0.5589817629920112,0.7689226799541049,0.6757690906524658,40880,40880,81760,2 1 4 5 0,0.5431861231724421,13,1,False,0.8787998077745913,0.5621641281287013,0.7870361070891481,0.8517985611510791,0.7222736530272171,0.6,0.21767094129085834,0.001,0.6266431391239167,0.3558219075202942,logreg_fedprox_mu_0p001
logreg_fedprox_mu_0p001,43,,15,0.526753742661741,0.7905931539005704,0.4811614155769348,40880,40880,81760,4 7 6 5 2,0.526753742661741,15,0,False,0.8645270859779497,0.536620930988932,0.7784524315374584,0.8311750599520383,0.7257298031228785,0.5,0.27098519064908294,0.001,0.5582829356193543,0.4343799948692322,logreg_fedprox_mu_0p001
logreg_fedprox_mu_0p001,43,,16,0.5416712562243143,0.7789432108402252,0.49982717633247375,40880,40880,81760,6 0 3 8 4,0.526753742661741,15,1,False,0.8649645068244607,0.5298619428717649,0.7746348597848254,0.826378896882494,0.7228908226871567,0.5,0.2644270239193116,0.001,0.6707003235816955,0.43614697456359863,logreg_fedprox_mu_0p001
logreg_fedprox_mu_0p001,43,,17,0.47214722633361816,0.8013614084985521,0.6633252501487732,40880,40880,81760,1 5 8 7 0,0.47214722633361816,17,0,False,0.8816656802312268,0.5790528272025329,0.7926164752330703,0.8311750599520383,0.7540578905141023,0.5,0.3033310194791251,0.001,0.6464132308959961,0.35817646980285645,logreg_fedprox_mu_0p001
logreg_fedprox_mu_0p001,43,,18,0.4959561758571201,0.8023328185081482,0.6944348216056824,40880,40880,81760,2 4 0 5 7,0.47214722633361816,17,1,False,0.8843231654261853,0.5757421360255065,0.7971851291416414,0.8436450839328538,0.750725174350429,0.5,0.22698357949485767,0.001,0.5997858107089996,0.35615503787994385,logreg_fedprox_mu_0p001
logreg_fedprox_mu_0p001,43,,19,0.5057604942056868,0.8075693845748901,0.6978669762611389,40880,40880,81760,6 7 4 0 1,0.47214722633361816,17,2,False,0.8913139660461965,0.5819661480850665,0.8073012502791694,0.8565947242206235,0.7580077763377152,0.5,0.1807187190765349,0.001,0.6253185927867889,0.3589215874671936,logreg_fedprox_mu_0p001
logreg_fedprox_mu_0p001,43,,20,0.4891682267189026,0.8063832322756449,0.720200777053833,40880,40880,81760,0 1 6 8 7,0.47214722633361816,17,3,False,0.8887110937060387,0.5937696209423023,0.8082147057765747,0.8532374100719424,0.7631920014812071,0.6,0.24623906075883747,0.001,0.6673627972602845,0.3069510757923126,logreg_fedprox_mu_0p001
logreg_fedprox_mu_0p001,43,,21,0.4672638343440162,0.8211038642459445,0.7297365069389343,40880,40880,81760,0 5 8 7 4,0.4672638343440162,21,0,False,0.8836746784760675,0.5811134458967089,0.8015478970276843,0.8239808153477218,0.7791149787076467,0.5,0.16576688152557592,0.001,0.5856958150863647,0.31927815079689026,logreg_fedprox_mu_0p001
logreg_fedprox_mu_0p001,43,,22,0.525752492249012,0.7978840039836036,0.4535084664821625,40880,40880,81760,7 4 6 5 3,0.4672638343440162,21,1,False,0.8653150059104726,0.5340597635701907,0.7789798673928845,0.8163069544364508,0.741652780349318,0.4,0.24012295284853102,0.001,0.5716940760612488,0.4992240071296692,logreg_fedprox_mu_0p001
logreg_fedprox_mu_0p001,43,,23,0.4853613293833203,0.8138493895530701,0.7314206957817078,40880,40880,81760,5 6 0 8 7,0.4672638343440162,21,2,False,0.8805301768583281,0.5752757896746832,0.7992889672709158,0.830695443645084,0.7678824908967475,0.4,0.20026235444866058,0.001,0.6092869222164154,0.41337406635284424,logreg_fedprox_mu_0p001
logreg_fedprox_mu_0p001,43,,24,0.49306753360562855,0.8081343273321787,0.46733495593070984,40880,40880,81760,1 3 6 5 7,0.4672638343440162,21,3,False,0.8650887991698846,0.530171894080181,0.7803316021502369,0.8062350119904077,0.7544281923100661,0.3,0.22917965692229403,0.001,0.6039996683597565,0.4402470588684082,logreg_fedprox_mu_0p001
logreg_fedprox_mu_0p001,43,,25,0.5002877819869254,0.8011324803034464,0.5288627743721008,40880,40880,81760,3 6 2 4 5,0.4672638343440162,21,4,False,0.871954759835901,0.5324080277420965,0.783737313056424,0.8201438848920863,0.7473307412207616,0.6,0.25741500800625383,0.001,0.5455624043941498,0.5103783011436462,logreg_fedprox_mu_0p001
logreg_fedprox_mu_0p001,43,,26,0.4362124188078774,0.818491604593065,0.730729341506958,40880,40880,81760,6 5 3 2 0,0.4362124188078774,26,0,False,0.882983034050449,0.5762007623673279,0.7921637213465664,0.7990407673860911,0.7852866753070419,0.5,0.2546916858907809,0.001,0.6121153950691223,0.37941643595695496,logreg_fedprox_mu_0p001
logreg_fedprox_mu_0p001,43,,27,0.43220746103260255,0.8242419958114624,0.7503136992454529,40880,40880,81760,2 8 6 1 0,0.43220746103260255,27,0,False,0.8876065080170634,0.5806999032550139,0.797712787000542,0.8119904076738609,0.7834351663272233,0.4,0.23049707638689318,0.001,0.6928220212459564,0.3597114384174347,logreg_fedprox_mu_0p001
