run_type,seed,alpha,round,loss,accuracy,worst_client_accuracy,upload_bytes,download_bytes,total_comm_bytes,selected_clients,best_loss_so_far,best_round,rounds_since_improvement,stopped_early,auroc,auprc,balanced_accuracy,sensitivity,specificity,worst_client_recall,worst_client_auprc,drift_mean_update_norm,drift_avg_update_norm,method
logreg_cvar_0.5,29,0.5,1,0.7791332486602995,0.7123564879099528,0.2143104076385498,40880,40880,81760,8 1 2 4 5,0.7791332486602995,1,0,False,0.8270872359694174,0.4215514043197387,0.7443118047683682,0.8738609112709832,0.6147626982657532,0.6,0.2505690054147894,0.7511132895946503,0.7052243947982788,logreg_cvar_0.5
logreg_cvar_0.5,29,0.5,2,0.793092280626297,0.7143755306800207,0.22606290876865387,40880,40880,81760,4 1 8 2 3,0.7791332486602995,1,1,False,0.8284939979880563,0.38048397643860077,0.7528684846975224,0.8690647482014389,0.6366722211936061,0.5,0.17849157552831585,0.6765325427055359,0.43243005871772766,logreg_cvar_0.5
logreg_cvar_0.5,29,0.5,3,0.7073599663045671,0.7290942271550497,0.2903560400009155,40880,40880,81760,6 0 7 8 3,0.7073599663045671,3,0,False,0.8593340546966242,0.503622613808921,0.7685239921375249,0.8935251798561151,0.6435228044189347,0.5,0.2438979999058464,0.7301271080970764,0.4076496958732605,logreg_cvar_0.5
logreg_cvar_0.5,29,0.5,4,0.6908432708846198,0.7308079732788934,0.26788800954818726,40880,40880,81760,3 5 0 8 2,0.6908432708846198,4,0,False,0.8451461826280505,0.4390120100572142,0.7611623569132104,0.8695443645083932,0.6527803493180275,0.5,0.17614134762268227,0.6582600712776184,0.35953035950660706,logreg_cvar_0.5
logreg_cvar_0.5,29,0.5,5,0.6890224483278062,0.7505277030997806,0.25302454829216003,40880,40880,81760,8 6 7 5 1,0.6890224483278062,5,0,False,0.8401451103512673,0.4492036162477091,0.7623493206915675,0.8517985611510791,0.6729000802320558,0.5,0.19163924863641052,0.6261815547943115,0.47606512904167175,logreg_cvar_0.5
logreg_cvar_0.5,29,0.5,6,0.7193980183866289,0.7558045056131151,0.25544416904449463,40880,40880,81760,7 2 1 3 5,0.6890224483278062,5,1,False,0.8269840931550261,0.38153552576041905,0.7600492758912663,0.834052757793765,0.6860457939887675,0.6,0.1552304688111417,0.6562360107898713,0.3969403803348541,logreg_cvar_0.5
logreg_cvar_0.5,29,0.5,7,0.7807037010788918,0.7545677108897103,0.24991358816623688,40880,40880,81760,8 3 4 5 7,0.6890224483278062,5,2,False,0.8345155018366347,0.38762666956984076,0.7640685156004062,0.8565947242206235,0.6715423069801889,0.5,0.14577185727065578,0.5962206184864044,0.4027455151081085,logreg_cvar_0.5
logreg_cvar_0.5,29,0.5,8,0.7931557620565096,0.7578103310532041,0.25717249512672424,40880,40880,81760,4 8 7 1 3,0.6890224483278062,5,3,False,0.829585426271092,0.38600077366511737,0.7609141126276908,0.8402877697841726,0.681540455471209,0.5,0.15347979006077755,0.6440464615821838,0.32817524671554565,logreg_cvar_0.5
logreg_cvar_0.5,29,0.5,9,0.6926834045184983,0.758269319931666,0.2675423324108124,40880,40880,81760,7 2 6 8 5,0.6890224483278062,5,4,False,0.8400493676527027,0.4222652688863077,0.765098345319301,0.8537170263788969,0.676479664259705,0.5,0.16384333059470385,0.6080552160739898,0.3932219445705414,logreg_cvar_0.5
logreg_cvar_0.5,29,0.5,10,0.6071930411789153,0.7652994261847602,0.6463878154754639,40880,40880,81760,7 6 8 4 0,0.6071930411789153,10,0,False,0.8830052491981605,0.5771364812599986,0.7912025795027744,0.874820143884892,0.7075850151206566,0.5,0.26091012008650444,0.6667288064956665,0.43256446719169617,logreg_cvar_0.5
logreg_cvar_0.5,29,0.5,11,0.6677655751506487,0.7564738459057279,0.29450398683547974,40880,40880,81760,5 2 7 1 6,0.6071930411789153,10,1,False,0.8407530150661918,0.4423431000631258,0.7596957131573023,0.8350119904076738,0.6843794359069308,0.6,0.19465371288936106,0.6207728266716004,0.5444825291633606,logreg_cvar_0.5
logreg_cvar_0.5,29,0.5,12,0.6900030788448122,0.7628987663322024,0.2758382260799408,40880,40880,81760,1 6 8 3 5,0.6071930411789153,10,2,False,0.8419147740500433,0.43185282603749664,0.7623884821045219,0.8239808153477218,0.700796148861322,0.6,0.18176514656454576,0.6589525520801545,0.46875128149986267,logreg_cvar_0.5
logreg_cvar_0.5,29,0.5,13,0.627609466512998,0.773550788561503,0.3104044198989868,40880,40880,81760,7 4 8 5 1,0.6071930411789153,10,3,False,0.8468473508547354,0.4790188692814306,0.7657818940182052,0.8345323741007195,0.6970314139356909,0.4,0.22173235320736173,0.5818158984184265,0.4319193959236145,logreg_cvar_0.5
logreg_cvar_0.5,29,0.5,14,0.5835482312573327,0.7699115441905128,0.3560318052768707,40880,40880,81760,5 3 8 2 0,0.5835482312573327,14,0,False,0.8577963846290122,0.49257191847290216,0.7703515691427603,0.8364508393285371,0.7042522989569833,0.5,0.1956679842699352,0.6904934883117676,0.4214361906051636,logreg_cvar_0.5
