run_type,seed,alpha,round,loss,accuracy,worst_client_accuracy,upload_bytes,download_bytes,total_comm_bytes,selected_clients,best_loss_so_far,best_round,rounds_since_improvement,stopped_early,auroc,auprc,balanced_accuracy,sensitivity,specificity,worst_client_recall,worst_client_auprc,mu,drift_mean_update_norm,drift_avg_update_norm,method,beta
dirichlet_beta_1p0_fedprox,19,,1,0.7538691560427347,0.6716071804364522,0.5818965435028076,81760,81760,163520,21 1 25 16 3 26 6 12 11 24,0.7538691560427347,1,0,False,0.8748078744928517,0.5540690334323308,0.7653921447178491,0.9050359712230216,0.6257483182126766,0.7142857142857143,0.0065721315721315714,0.01,0.5791850179433823,0.43587350845336914,dirichlet_beta_1p0_fedprox,1.0
dirichlet_beta_1p0_fedprox,19,,2,0.6424854218959808,0.6859157760938008,0.6202531456947327,81760,81760,163520,9 18 4 19 8 3 25 13 10 23,0.6424854218959808,2,0,False,0.892078427611549,0.6059979688639833,0.7817900761782723,0.9251798561151079,0.6384002962414368,0.8529411764705882,0.011251026553517656,0.01,0.4565820038318634,0.326467365026474,dirichlet_beta_1p0_fedprox,1.0
dirichlet_beta_1p0_fedprox,19,,3,0.5886864970127742,0.7335741460323334,0.6540084481239319,81760,81760,163520,26 3 24 10 9 0 18 19 6 2,0.5886864970127742,3,0,False,0.8927236733109346,0.5982447671872912,0.801408434444816,0.9026378896882494,0.7001789792013825,0.6666666666666666,0.012801932367149759,0.01,0.4482506260275841,0.25555893778800964,dirichlet_beta_1p0_fedprox,1.0
dirichlet_beta_1p0_fedprox,19,,4,0.5441531171401341,0.7645767271518707,0.7065972089767456,81760,81760,163520,29 6 3 17 14 12 23 2 27 13,0.5441531171401341,4,0,False,0.8965479199680434,0.6084836818298429,0.810452012394898,0.8815347721822542,0.7393692526075418,0.7857142857142857,0.02543859649122807,0.01,0.49598176777362823,0.21652787923812866,dirichlet_beta_1p0_fedprox,1.0
dirichlet_beta_1p0_fedprox,19,,5,0.5188476949930191,0.788290943702062,0.7378472089767456,81760,81760,163520,0 3 18 23 13 24 12 14 21 9,0.5188476949930191,5,0,False,0.8885533084363837,0.590475820241535,0.8102955443458602,0.8460431654676259,0.7745479232240943,0.6666666666666666,0.012554860061874956,0.01,0.4816340744495392,0.19938206672668457,dirichlet_beta_1p0_fedprox,1.0
dirichlet_beta_1p0_fedprox,19,,6,0.5980282336473465,0.7447603642940521,0.6732456088066101,81760,81760,163520,18 16 26 5 25 20 13 7 17 29,0.5188476949930191,5,1,False,0.9018296046369717,0.6099562964812849,0.8114955175278403,0.9112709832134293,0.7117200518422514,0.7777777777777778,0.01833060556464812,0.01,0.4963859051465988,0.24931703507900238,dirichlet_beta_1p0_fedprox,1.0
dirichlet_beta_1p0_fedprox,19,,7,0.6187237679958344,0.731323262055715,0.6594827771186829,81760,81760,163520,23 3 25 6 12 26 4 29 20 15,0.5188476949930191,5,2,False,0.9037482770680327,0.6146956854742306,0.8053220004999518,0.9155875299760192,0.6950564710238845,0.7142857142857143,0.014418604651162792,0.01,0.4690851479768753,0.1891423761844635,dirichlet_beta_1p0_fedprox,1.0
dirichlet_beta_1p0_fedprox,19,,8,0.46248078644275664,0.8092057426770528,0.7521008253097534,81760,81760,163520,3 17 22 14 0 26 15 19 29 16,0.46248078644275664,8,0,False,0.8845217845349714,0.5992149347921449,0.8048298187963239,0.7980815347721822,0.8115781028204654,0.5714285714285714,0.009705038551192396,0.01,0.49358087629079817,0.3388921916484833,dirichlet_beta_1p0_fedprox,1.0
dirichlet_beta_1p0_fedprox,19,,9,0.4727869778871536,0.8075340449810028,0.7758620977401733,81760,81760,163520,15 26 16 29 11 13 17 5 0 7,0.46248078644275664,8,1,False,0.8988385074203181,0.6077980330618076,0.8192957428169666,0.8383693045563549,0.8002221810775783,0.5714285714285714,0.01792885829030407,0.01,0.511234101653099,0.20813536643981934,dirichlet_beta_1p0_fedprox,1.0
dirichlet_beta_1p0_fedprox,19,,10,0.43470397889614104,0.8160213430722555,0.7881944179534912,81760,81760,163520,2 0 14 12 27 3 21 22 20 8,0.43470397889614104,10,0,False,0.8986613190469658,0.6105135125600268,0.8170689147626539,0.8177458033573142,0.8163920261679936,0.5,0.00978349488178277,0.01,0.5381460756063461,0.23123572766780853,dirichlet_beta_1p0_fedprox,1.0
dirichlet_beta_1p0_fedprox,19,,11,0.4326970924933751,0.8177332361539205,0.7777777910232544,81760,81760,163520,29 4 15 9 14 12 26 5 25 21,0.4326970924933751,11,0,False,0.8991639497141408,0.6079670765856309,0.8163115721087266,0.8167865707434053,0.815836573474048,0.0,0.00806640168342296,0.01,0.4970413863658905,0.18990381062030792,dirichlet_beta_1p0_fedprox,1.0
dirichlet_beta_1p0_fedprox,19,,12,0.45745797057946525,0.8085112233956655,0.7715517282485962,81760,81760,163520,9 29 21 24 1 2 6 28 27 13,0.4326970924933751,11,1,False,0.9008592570490915,0.6098808637163454,0.821810198573228,0.8436450839328538,0.7999753132136024,0.6666666666666666,0.014217342342342343,0.01,0.5178046554327012,0.20386645197868347,dirichlet_beta_1p0_fedprox,1.0
dirichlet_beta_1p0_fedprox,19,,13,0.3937682936588923,0.8464089890321096,0.7352941036224365,81760,81760,163520,3 14 2 28 16 26 21 0 5 13,0.3937682936588923,13,0,False,0.89413639982293,0.5994521847621296,0.8071095724790285,0.7501199040767386,0.8640992408813183,0.5,0.010367502784112002,0.01,0.5117675364017487,0.21710322797298431,dirichlet_beta_1p0_fedprox,1.0
dirichlet_beta_1p0_fedprox,19,,14,0.47437816063563026,0.8044246872266133,0.7456896305084229,81760,81760,163520,20 8 2 27 4 5 13 9 14 3,0.3937682936588923,13,1,False,0.9005949693124597,0.6036516144732974,0.8196739035359382,0.8441247002398081,0.7952231068320681,0.5,0.012811359669998414,0.01,0.5528332710266113,0.23005987703800201,dirichlet_beta_1p0_fedprox,1.0
dirichlet_beta_1p0_fedprox,19,,15,0.44578996499379475,0.8100312789281209,0.7708333134651184,81760,81760,163520,6 19 15 21 25 2 13 20 22 4,0.3937682936588923,13,2,False,0.9023719591259043,0.6116222235698086,0.8221708210176906,0.8422062350119904,0.8021354070233907,0.6666666666666666,0.017565485362095533,0.01,0.5130037263035774,0.23657014966011047,dirichlet_beta_1p0_fedprox,1.0
dirichlet_beta_1p0_fedprox,19,,16,0.4279000868399938,0.8150710900624593,0.7715517282485962,81760,81760,163520,0 28 12 19 20 9 25 1 18 17,0.3937682936588923,13,3,False,0.9042422051989958,0.6202280728171676,0.8244658485394614,0.8393285371702638,0.8096031599086589,0.6428571428571429,0.014653361344537815,0.01,0.4901305288076401,0.2065642923116684,dirichlet_beta_1p0_fedprox,1.0
dirichlet_beta_1p0_fedprox,19,,17,0.39604371388753257,0.8315623581409455,0.7647058963775635,81760,81760,163520,18 11 8 6 27 16 10 1 0 25,0.3937682936588923,13,4,False,0.9048847128555255,0.6249067768163256,0.8234249630475217,0.8115107913669065,0.8353391347281368,0.6666666666666666,0.016351010101010102,0.01,0.49731882512569425,0.20189408957958221,dirichlet_beta_1p0_fedprox,1.0
dirichlet_beta_1p0_fedprox,19,,18,0.4501435418923696,0.8033400396505992,0.7604166865348816,81760,81760,163520,20 27 6 2 28 9 16 14 23 4,0.3937682936588923,13,5,False,0.9043859746492752,0.6221506558586576,0.8232833248306002,0.8546762589928057,0.7918903906683947,0.6666666666666666,0.011343302658486707,0.01,0.5398651093244553,0.19006766378879547,dirichlet_beta_1p0_fedprox,1.0
dirichlet_beta_1p0_fedprox,19,,19,0.3849116762479146,0.833045103152593,0.7731092572212219,81760,81760,163520,10 25 16 28 8 17 22 9 20 27,0.3849116762479146,19,0,False,0.902987545161057,0.6204222444824389,0.8140787055598995,0.7860911270983213,0.8420662840214775,0.3333333333333333,0.013559477845192132,0.01,0.5110114395618439,0.2097490131855011,dirichlet_beta_1p0_fedprox,1.0
dirichlet_beta_1p0_fedprox,19,,20,0.5833160161972046,0.7642190098762512,0.7048611044883728,81760,81760,163520,9 20 16 18 13 15 1 7 4 23,0.3849116762479146,19,1,False,0.9050353792137554,0.6278749704018783,0.8196387381855301,0.9031175059952038,0.7361599703758563,0.7777777777777778,0.013141025641025641,0.01,0.5473802834749222,0.35476022958755493,dirichlet_beta_1p0_fedprox,1.0
dirichlet_beta_1p0_fedprox,19,,21,0.33617001473903657,0.8666600465774537,0.6890756487846375,81760,81760,163520,14 27 3 16 18 28 8 22 29 12,0.33617001473903657,21,0,False,0.8978878441405366,0.6268962420509357,0.791315357267972,0.6805755395683454,0.9020551749675986,0.3333333333333333,0.016282051282051284,0.01,0.5728143364191055,0.41715019941329956,dirichlet_beta_1p0_fedprox,1.0
dirichlet_beta_1p0_fedprox,19,,22,0.3962452153364817,0.833452175060908,0.7857142686843872,81760,81760,163520,21 10 28 11 5 14 27 3 20 16,0.33617001473903657,21,1,False,0.900980781751196,0.6136245800571152,0.8165675421151692,0.7952038369304556,0.8379312472998828,0.6428571428571429,0.022843822843822845,0.01,0.5443656951189041,0.2071792036294937,dirichlet_beta_1p0_fedprox,1.0
dirichlet_beta_1p0_fedprox,19,,23,0.350200625260671,0.8526079078515371,0.743697464466095,81760,81760,163520,14 13 19 1 11 2 10 28 25 29,0.33617001473903657,21,2,False,0.9023256048003663,0.6358304955366725,0.8102924362972129,0.7477218225419664,0.8728630500524595,0.0,0.007837454158286999,0.01,0.49840393364429475,0.21120603382587433,dirichlet_beta_1p0_fedprox,1.0
dirichlet_beta_1p0_fedprox,19,,24,0.4313894381125768,0.814861371119817,0.7758620977401733,81760,81760,163520,18 23 11 1 9 8 24 2 7 12,0.33617001473903657,21,3,False,0.9030016201813591,0.6274902053394594,0.8232668077720753,0.8369304556354916,0.8096031599086589,0.6666666666666666,0.010793399638336348,0.01,0.5096640318632126,0.23962102830410004,dirichlet_beta_1p0_fedprox,1.0
dirichlet_beta_1p0_fedprox,19,,25,0.3284306248029073,0.8680172383785247,0.6386554837226868,81760,81760,163520,1 5 28 15 21 22 17 3 19 16,0.3284306248029073,25,0,False,0.8941806377153414,0.6239163330982782,0.7903059074680636,0.6757793764988009,0.9048324384373264,0.0,0.011431532739909767,0.01,0.4980221316218376,0.309724360704422,dirichlet_beta_1p0_fedprox,1.0
dirichlet_beta_1p0_fedprox,19,,26,0.33644517958164216,0.8588814755280813,0.680672287940979,81760,81760,163520,2 27 1 18 13 28 22 21 4 19,0.3284306248029073,25,1,False,0.8924146592742469,0.6232022865507861,0.7901011758636046,0.6896882494004796,0.8905141023267297,0.0,0.004657636655157829,0.01,0.5059470951557159,0.23180611431598663,dirichlet_beta_1p0_fedprox,1.0
dirichlet_beta_1p0_fedprox,19,,27,0.40277349154154457,0.8295496781667073,0.7899159789085388,81760,81760,163520,10 7 17 23 27 1 8 6 4 28,0.3284306248029073,25,2,False,0.9024924922124881,0.6162480829137789,0.8188095108064631,0.8043165467625899,0.8333024748503364,0.6428571428571429,0.012698412698412698,0.01,0.49422094225883484,0.2046268731355667,dirichlet_beta_1p0_fedprox,1.0
dirichlet_beta_1p0_fedprox,19,,28,0.32318386336167654,0.8621304531892141,0.7100840210914612,81760,81760,163520,9 3 18 14 4 2 22 26 29 17,0.32318386336167654,28,0,False,0.8989436926666777,0.6264758366848446,0.793685999173259,0.6935251798561151,0.893846818490403,0.0,0.0075505218743060175,0.01,0.52673279941082,0.22928771376609802,dirichlet_beta_1p0_fedprox,1.0
dirichlet_beta_1p0_fedprox,19,,29,0.39003462890783946,0.8368523279825847,0.7773109078407288,81760,81760,163520,12 18 7 11 23 3 21 27 8 4,0.32318386336167654,28,1,False,0.9025431682056688,0.6189039047454209,0.8181316453965137,0.7937649880095923,0.8424983027834352,0.42857142857142855,0.010618279569892473,0.01,0.5140688836574554,0.2265763282775879,dirichlet_beta_1p0_fedprox,1.0
dirichlet_beta_1p0_fedprox,19,,30,0.31420110364754994,0.8675140897432964,0.6932772994041443,81760,81760,163520,11 14 17 7 27 28 9 1 18 24,0.31420110364754994,30,0,False,0.9000864777535499,0.632737609714925,0.7899188666101002,0.6748201438848921,0.9050175893353083,0.0,0.00677870516580194,0.01,0.5142550379037857,0.20337216556072235,dirichlet_beta_1p0_fedprox,1.0
