run_type,seed,alpha,round,loss,accuracy,worst_client_accuracy,upload_bytes,download_bytes,total_comm_bytes,selected_clients,best_loss_so_far,best_round,rounds_since_improvement,stopped_early,auroc,auprc,balanced_accuracy,sensitivity,specificity,worst_client_recall,worst_client_auprc,mu,drift_mean_update_norm,drift_avg_update_norm,method
fedprox_mu_0p1,43,,1,0.44149458408355713,0.8765869273079766,0.8045169115066528,6058280,6058280,12116560,0 4 5 1 3,0.44149458408355713,1,0,False,0.8754349307075355,0.5479322976005323,0.7670440725738239,0.6628297362110311,0.8712584089366167,0.0,0.2054028803973187,0.1,2.416213369369507,1.4394283294677734,fedprox_mu_0p1
fedprox_mu_0p1,43,,2,0.34969066000647014,0.8342277142736647,0.740276038646698,6058280,6058280,12116560,5 1 3 4 6,0.34969066000647014,2,0,False,0.8779515916983133,0.5795742385228616,0.7926786362060139,0.7976019184652278,0.7877553539468,0.2,0.2641621098888225,0.1,2.764929437637329,1.5578972101211548,fedprox_mu_0p1
fedprox_mu_0p1,43,,3,0.3368554876910316,0.8462604151831733,0.7420326471328735,6058280,6058280,12116560,0 6 4 2 7,0.3368554876910316,3,0,False,0.8922088472528771,0.6159165930497617,0.8106574100097814,0.8172661870503597,0.8040486329692033,0.4,0.247289281263409,0.1,2.4014349937438966,1.175478458404541,fedprox_mu_0p1
fedprox_mu_0p1,43,,4,0.34021622439225513,0.8410151799519857,0.735508143901825,6058280,6058280,12116560,8 6 3 1 0,0.3368554876910316,3,1,False,0.8972094755227109,0.6122234638726057,0.8182279949045763,0.841726618705036,0.7947293711041166,0.4,0.27232724819839094,0.1,2.101233220100403,1.046218991279602,fedprox_mu_0p1
fedprox_mu_0p1,43,,5,0.3325865781969494,0.8382293780644735,0.7292346358299255,6058280,6058280,12116560,1 8 3 7 0,0.3325865781969494,5,0,False,0.9035724355157607,0.6314101185518894,0.8208138469783329,0.8484412470023981,0.7931864469542678,0.4,0.35160478563373615,0.1,1.9234882116317749,0.8843206763267517,fedprox_mu_0p1
fedprox_mu_0p1,43,,6,0.3469352159235213,0.8236408233642578,0.7191969752311707,6058280,6058280,12116560,2 7 1 3 4,0.3325865781969494,5,1,False,0.9035279756198743,0.6441112719800737,0.8184639401975919,0.8676258992805755,0.7693019811146085,0.4,0.3497670560417302,0.1,1.9347505807876586,0.9046902656555176,fedprox_mu_0p1
fedprox_mu_0p1,43,,7,0.3252681427531772,0.8354019456439548,0.7324968576431274,6058280,6058280,12116560,8 4 7 1 3,0.3252681427531772,7,0,False,0.9073745706267793,0.6492965607674261,0.824790950427956,0.8570743405275779,0.7925075603283342,0.5,0.340833049685341,0.1,1.9471307516098022,0.9004645943641663,fedprox_mu_0p1
fedprox_mu_0p1,43,,8,0.3280235528945923,0.8360638419787089,0.7385194301605225,6058280,6058280,12116560,1 0 4 7 8,0.3252681427531772,7,1,False,0.9066302817771703,0.6397958652016136,0.8272049718122187,0.8565947242206235,0.7978152194038141,0.5,0.3125013296819375,0.1,1.9839083671569824,0.9037045240402222,fedprox_mu_0p1
fedprox_mu_0p1,43,,9,0.3300708159804344,0.8337556653552585,0.7390213012695312,6058280,6058280,12116560,0 2 7 6 8,0.3252681427531772,7,2,False,0.9092334797224245,0.6515950064250206,0.8269466041682485,0.8594724220623501,0.7944207862741468,0.5,0.35616812613228377,0.1,1.893218994140625,0.8635773062705994,fedprox_mu_0p1
fedprox_mu_0p1,43,,10,0.31215861025783753,0.8405838674969144,0.7410288453102112,6058280,6058280,12116560,8 1 6 4 0,0.31215861025783753,10,0,False,0.9097929432791482,0.6496566897532324,0.8260077514733261,0.8498800959232614,0.8021354070233907,0.5,0.3651921596921597,0.1,2.0835846424102784,0.9397345781326294,fedprox_mu_0p1
fedprox_mu_0p1,43,,11,0.3528947714302275,0.8243981997172037,0.7101631164550781,6058280,6058280,12116560,1 7 6 5 2,0.31215861025783753,10,1,False,0.9093477523110194,0.6506024769266752,0.8247739893624815,0.8729016786570744,0.7766463000678887,0.5,0.3653465970317814,0.1,1.8746936798095704,0.9582099318504333,fedprox_mu_0p1
fedprox_mu_0p1,43,,12,0.3193751341766781,0.8365804619259305,0.734253466129303,6058280,6058280,12116560,5 7 1 6 0,0.31215861025783753,10,2,False,0.908132875295764,0.6348888690932576,0.8279225758441571,0.8623501199040767,0.7934950317842375,0.5,0.3220227933900946,0.1,1.8950522661209106,0.9576216340065002,fedprox_mu_0p1
