run_type,seed,alpha,round,loss,accuracy,worst_client_accuracy,upload_bytes,download_bytes,total_comm_bytes,selected_clients,best_loss_so_far,best_round,rounds_since_improvement,stopped_early,auroc,auprc,balanced_accuracy,sensitivity,specificity,worst_client_recall,worst_client_auprc,drift_mean_update_norm,drift_avg_update_norm,method,beta
dirichlet_beta_0p1_cvar_0.9,19,0.9,1,0.4475412592291832,0.8068544353757586,0.5454545617103577,81760,81760,163520,10 0 8 1 11 3 6 2 4 7,0.4475412592291832,1,0,False,0.8666012255289077,0.6247982277869222,0.7608077070212427,0.6090335114133074,0.912581902629178,0.0,0.0,0.5068003907799721,0.8554189801216125,dirichlet_beta_0p1_cvar_0.9,0.1
dirichlet_beta_0p1_cvar_0.9,19,0.9,2,0.5513065808585712,0.7081987644944873,0.2947976887226105,81760,81760,163520,9 2 13 4 1 10 6 12 7 0,0.4475412592291832,1,1,False,0.8454158354099395,0.6240032025038379,0.6541639693244364,0.32151529868868384,0.9868126399601891,0.0,0.0,0.4706501647830009,0.6889551281929016,dirichlet_beta_0p1_cvar_0.9,0.1
dirichlet_beta_0p1_cvar_0.9,19,0.9,3,0.723707804190261,0.6800898515752384,0.23275862634181976,81760,81760,163520,12 5 4 0 9 3 1 7 10 11,0.4475412592291832,1,2,False,0.8374028609370184,0.596462369904327,0.6345835507017561,0.2782904322486644,0.9908766691548478,0.0,0.0,0.45608327388763426,0.664707362651825,dirichlet_beta_0p1_cvar_0.9,0.1
dirichlet_beta_0p1_cvar_0.9,19,0.9,4,0.8790060193943126,0.6494762642042977,0.16908517479896545,81760,81760,163520,7 6 11 1 10 12 0 13 4 3,0.4475412592291832,1,3,False,0.8216565856458977,0.551299576196181,0.584316833554458,0.174356483729966,0.99427718337895,0.0,0.0,0.5051273465156555,0.6958107352256775,dirichlet_beta_0p1_cvar_0.9,0.1
dirichlet_beta_0p1_cvar_0.9,19,0.9,5,0.5722329605902944,0.7458967758076531,0.4545454680919647,81760,81760,163520,12 6 7 10 4 8 2 13 5 3,0.4475412592291832,1,4,False,0.8837719110089146,0.6302934472803164,0.7435097323652428,0.5522098105876639,0.9348096541428216,0.0,0.0,0.4221172481775284,0.4068247079849243,dirichlet_beta_0p1_cvar_0.9,0.1
dirichlet_beta_0p1_cvar_0.9,19,0.9,6,1.3401609182889973,0.6054248083382845,0.0517241396009922,81760,81760,163520,3 12 8 9 1 13 6 10 7 5,0.4475412592291832,1,5,False,0.7599796224530534,0.4871382362453757,0.5357738978479388,0.0718795531811559,0.9996682425147217,0.0,0.0,0.45450691133737564,0.8373135328292847,dirichlet_beta_0p1_cvar_0.9,0.1
dirichlet_beta_0p1_cvar_0.9,19,0.9,7,1.4421177435932415,0.6426806024142674,0.16379310190677643,81760,81760,163520,10 7 1 8 12 0 9 3 4 13,0.4475412592291832,1,6,False,0.7667685664858154,0.5060092543733374,0.5909862627184947,0.1850412821758135,0.9969312432611761,0.0,0.0,0.5793626278638839,0.7712090611457825,dirichlet_beta_0p1_cvar_0.9,0.1
dirichlet_beta_0p1_cvar_0.9,19,0.9,8,1.541281293512189,0.6347976593034608,0.11206896603107452,81760,81760,163520,8 7 13 12 5 6 2 0 1 11,0.4475412592291832,1,7,False,0.8094694526722529,0.5199622243976157,0.5740407501795644,0.15347255949490043,0.9946089408642282,0.0,0.0,0.49354101717472076,0.8317137360572815,dirichlet_beta_0p1_cvar_0.9,0.1
dirichlet_beta_0p1_cvar_0.9,19,0.9,9,1.9197591646973575,0.6473999555621829,0.1465517282485962,81760,81760,163520,0 7 6 12 1 4 2 3 10 11,0.4475412592291832,1,8,False,0.7449577675863188,0.4910106133904239,0.5865203058662224,0.17727051966974258,0.9957700920627022,0.0,0.0,0.5932339429855347,0.9519317746162415,dirichlet_beta_0p1_cvar_0.9,0.1
dirichlet_beta_0p1_cvar_0.9,19,0.9,10,1.2224221479679858,0.715135538152286,0.36206895112991333,81760,81760,163520,6 4 11 2 7 9 12 10 5 0,0.4475412592291832,1,9,False,0.8670753575687897,0.6003630602897088,0.6859671296649318,0.40602234094220496,0.9659119183876587,0.0,0.0,0.528832170367241,0.5938930511474609,dirichlet_beta_0p1_cvar_0.9,0.1
dirichlet_beta_0p1_cvar_0.9,19,0.9,11,1.8710088591157858,0.6356873895440783,0.11560693383216858,81760,81760,163520,1 3 4 10 6 13 7 0 12 11,0.4475412592291832,1,10,False,0.8148895546864712,0.521558806007831,0.5642918091469599,0.13355998057309373,0.995023637720826,0.0,0.0,0.5961163312196731,0.8214491009712219,dirichlet_beta_0p1_cvar_0.9,0.1
dirichlet_beta_0p1_cvar_0.9,19,0.9,12,2.110202531563118,0.6138208524457046,0.06936416029930115,81760,81760,163520,7 10 0 2 6 4 1 11 13 5,0.4475412592291832,1,11,False,0.7756096658083107,0.47029803332077913,0.5457772359662979,0.0947061680427392,0.9968483038898566,0.0,0.0,0.6509434401988983,0.9132630228996277,dirichlet_beta_0p1_cvar_0.9,0.1
dirichlet_beta_0p1_cvar_0.9,19,0.9,13,2.4932820828066076,0.6309161127677986,0.12068965286016464,81760,81760,163520,6 4 7 1 3 11 10 9 5 8,0.4475412592291832,1,12,False,0.7541989214820344,0.4868436025012096,0.5708308474683734,0.14473045167557066,0.9969312432611761,0.0,0.0,0.5743858993053437,1.1096923351287842,dirichlet_beta_0p1_cvar_0.9,0.1
dirichlet_beta_0p1_cvar_0.9,19,0.9,14,3.1891663985775915,0.598771829690252,0.03448275849223137,81760,81760,163520,0 6 9 10 4 13 5 2 1 12,0.4475412592291832,1,13,False,0.66270025940809,0.36276603489036,0.5222460392623464,0.045653229723166586,0.9988388488015261,0.0,0.0,0.6294885739684105,1.1215823888778687,dirichlet_beta_0p1_cvar_0.9,0.1
dirichlet_beta_0p1_cvar_0.9,19,0.9,15,3.1387098031451126,0.6096485845212426,0.0517241396009922,81760,81760,163520,8 5 0 11 4 3 1 7 2 9,0.4475412592291832,1,14,False,0.7096731475789498,0.429625318302313,0.5286072352698327,0.05779504613890238,0.999419424400763,0.0,0.0,0.5754311785101891,1.0258952379226685,dirichlet_beta_0p1_cvar_0.9,0.1
dirichlet_beta_0p1_cvar_0.9,19,0.9,16,2.363614806290051,0.6482740225536483,0.16763006150722504,81760,81760,163520,7 12 8 2 5 11 4 13 9 10,0.4475412592291832,1,15,True,0.8331230242232509,0.5463263140251026,0.5903103813628022,0.1894123360854784,0.9912084266401261,0.0,0.0,0.5145724356174469,0.5831050872802734,dirichlet_beta_0p1_cvar_0.9,0.1
