run_type,seed,alpha,round,loss,accuracy,worst_client_accuracy,upload_bytes,download_bytes,total_comm_bytes,selected_clients,best_loss_so_far,best_round,rounds_since_improvement,stopped_early,auroc,auprc,balanced_accuracy,sensitivity,specificity,worst_client_recall,worst_client_auprc,mu,drift_mean_update_norm,drift_avg_update_norm,method
logreg_fedprox_mu_0p0,23,,1,0.7173419660992093,0.695603221654892,0.2754925787448883,40880,40880,81760,4 1 0 8 2,0.7173419660992093,1,0,False,0.8384659500690504,0.46573627701342896,0.7434027893404587,0.874820143884892,0.6119854347960254,0.6,0.2222439123048587,0.0,0.8740104913711548,0.6786137819290161,logreg_fedprox_mu_0p0
logreg_fedprox_mu_0p0,23,,2,0.7446840289566252,0.7105497949653201,0.24887660145759583,40880,40880,81760,6 8 4 2 1,0.7173419660992093,1,1,False,0.8334090513184713,0.4291726154091943,0.7477459765200245,0.8690647482014389,0.6264272048386101,0.5,0.18515696127918527,0.0,0.6333087921142578,0.4109860062599182,logreg_fedprox_mu_0p0
logreg_fedprox_mu_0p0,23,,3,0.7352624270651076,0.712066650390625,0.2972692847251892,40880,40880,81760,3 4 8 0 1,0.7173419660992093,1,2,False,0.8537076578322604,0.48659217892964185,0.7596942479343687,0.879136690647482,0.6402518052212554,0.5,0.25141058759097484,0.0,0.7122352004051209,0.3844035565853119,logreg_fedprox_mu_0p0
logreg_fedprox_mu_0p0,23,,4,0.6736110283268822,0.7253426280286577,0.36882129311561584,40880,40880,81760,7 0 8 6 3,0.6736110283268822,4,0,False,0.8646261587286364,0.5194309438261336,0.7683618407995322,0.8877697841726618,0.6489538974264025,0.5,0.23364958204401134,0.0,0.7169090270996094,0.33892691135406494,logreg_fedprox_mu_0p0
logreg_fedprox_mu_0p0,23,,5,0.7415980928474002,0.7141943772633871,0.34704458713531494,40880,40880,81760,6 0 4 5 3,0.6736110283268822,4,1,False,0.8531284951672062,0.4868000259482965,0.7579732325970365,0.8786570743405275,0.6372893908535456,0.5,0.22374420615203705,0.0,0.5553227365016937,0.3944908380508423,logreg_fedprox_mu_0p0
logreg_fedprox_mu_0p0,23,,6,0.6289515164163377,0.7333003017637465,0.5983408093452454,40880,40880,81760,5 0 1 7 4,0.6289515164163377,6,0,False,0.8774095184137822,0.5710086967235993,0.7792637654364566,0.8829736211031175,0.6755539097697957,0.5,0.12160870606589792,0.0,0.6147051930427552,0.41771599650382996,logreg_fedprox_mu_0p0
logreg_fedprox_mu_0p0,23,,7,0.7307188477781084,0.7248225178983476,0.2685793340206146,40880,40880,81760,5 2 4 1 7,0.6289515164163377,6,1,False,0.832752942249052,0.43271440013173884,0.7561389066861675,0.8460431654676259,0.666234647904709,0.6,0.17146788199496665,0.0,0.6010273456573486,0.46826574206352234,logreg_fedprox_mu_0p0
logreg_fedprox_mu_0p0,23,,8,0.6654115484820472,0.7514395548237695,0.31386104226112366,40880,40880,81760,5 4 8 2 7,0.6289515164163377,6,2,False,0.8451618264729078,0.4616338353406162,0.7669621532916233,0.8570743405275779,0.6768499660556687,0.5,0.2007977447250206,0.0,0.6021527945995331,0.4032847583293915,logreg_fedprox_mu_0p0
logreg_fedprox_mu_0p0,23,,9,0.7032778312762579,0.7612074812253317,0.2737642526626587,40880,40880,81760,1 7 8 5 3,0.6289515164163377,6,3,False,0.8432644663754277,0.43737338463563585,0.7676049421525546,0.8532374100719424,0.6819724742331666,0.5,0.18334404079699773,0.0,0.6903004288673401,0.41931185126304626,logreg_fedprox_mu_0p0
logreg_fedprox_mu_0p0,23,,10,0.6433610767126083,0.7554310792022281,0.3079847991466522,40880,40880,81760,7 2 1 6 4,0.6289515164163377,6,4,False,0.8434092274412279,0.45543791051832117,0.7635415237519297,0.8378896882494005,0.689193359254459,0.6,0.18561289883958815,0.0,0.6243924260139465,0.38113921880722046,logreg_fedprox_mu_0p0
