run_type,seed,alpha,round,loss,accuracy,worst_client_accuracy,upload_bytes,download_bytes,total_comm_bytes,selected_clients,best_loss_so_far,best_round,rounds_since_improvement,stopped_early,auroc,auprc,balanced_accuracy,sensitivity,specificity,worst_client_recall,worst_client_auprc,mu,drift_mean_update_norm,drift_avg_update_norm,method,beta
dirichlet_beta_infinity_fedprox,7,,1,0.7917484521865845,0.6635455469290416,0.6081967353820801,81760,81760,163520,10 4 12 20 1 2 17 3 11 18,0.7917484521865845,1,0,False,0.8765641439819817,0.5653012113871877,0.7689646690349998,0.9055155875299761,0.6324137505400235,0.8260869565217391,0.4520017222044283,0.01,0.6882792711257935,0.5199060440063477,dirichlet_beta_infinity_fedprox,infinity
dirichlet_beta_infinity_fedprox,7,,2,0.6455557167530059,0.699634983142217,0.6540983319282532,81760,81760,163520,1 16 6 29 2 13 24 25 7 22,0.6455557167530059,2,0,False,0.8941692711374318,0.5967309046839191,0.7941371102340493,0.9165467625899281,0.6717274578781707,0.8235294117647058,0.4955076564215847,0.01,0.5498576104640961,0.31152600049972534,dirichlet_beta_infinity_fedprox,infinity
dirichlet_beta_infinity_fedprox,7,,3,0.6293941100438436,0.7021544794241588,0.6540983319282532,81760,81760,163520,17 13 1 26 18 3 7 20 22 25,0.6293941100438436,3,0,False,0.893337986526165,0.6061534407429177,0.791795506383266,0.9079136690647482,0.6756773437017837,0.825,0.48348309745124235,0.01,0.5097394526004791,0.21322007477283478,dirichlet_beta_infinity_fedprox,infinity
dirichlet_beta_infinity_fedprox,7,,4,0.6407966792583466,0.7234788735707601,0.6803278923034668,81760,81760,163520,1 18 28 12 29 7 25 17 4 9,0.6293941100438436,3,1,False,0.8986558577614856,0.5936218792296079,0.8050840127749679,0.9107913669064748,0.6993766586434611,0.8307692307692308,0.4910350067690332,0.01,0.5032185554504395,0.20199261605739594,dirichlet_beta_infinity_fedprox,infinity
dirichlet_beta_infinity_fedprox,7,,5,0.6048764705657959,0.7309172034263611,0.6688524484634399,81760,81760,163520,13 4 17 3 18 9 27 21 5 26,0.6048764705657959,5,0,False,0.8977555892704832,0.594970028179538,0.8051017730529518,0.9011990407673861,0.7090045053385176,0.8307692307692308,0.47478971331235414,0.01,0.5062730044126511,0.1869083046913147,dirichlet_beta_infinity_fedprox,infinity
dirichlet_beta_infinity_fedprox,7,,6,0.6166198054949442,0.738135435183843,0.688524603843689,81760,81760,163520,18 29 20 6 11 3 17 22 2 28,0.6048764705657959,5,1,False,0.8990355725047808,0.5771688860657251,0.8118914385247957,0.9074340527577938,0.7163488242917978,0.8227848101265823,0.4513127415019557,0.01,0.5165693104267121,0.17598697543144226,dirichlet_beta_infinity_fedprox,infinity
dirichlet_beta_infinity_fedprox,7,,7,0.6080579260985056,0.7474316954612732,0.7114754319190979,81760,81760,163520,1 19 6 15 21 17 13 10 14 18,0.6048764705657959,5,2,False,0.8987119358392198,0.5731302871737791,0.8121225885427559,0.8959232613908873,0.7283219156946245,0.8153846153846154,0.445677104615301,0.01,0.5090827763080596,0.18920375406742096,dirichlet_beta_infinity_fedprox,infinity
dirichlet_beta_infinity_fedprox,7,,8,0.5816048383712769,0.7632332861423492,0.7257799506187439,81760,81760,163520,29 14 11 9 7 5 22 25 2 18,0.5816048383712769,8,0,False,0.8956770743375675,0.5662425559873273,0.8128916529801524,0.8772182254196643,0.7485650805406406,0.8135593220338984,0.4426242081954132,0.01,0.5012367755174637,0.1848636269569397,dirichlet_beta_infinity_fedprox,infinity
dirichlet_beta_infinity_fedprox,7,,9,0.5772474189599355,0.7615927735964457,0.7213114500045776,81760,81760,163520,9 16 15 10 23 14 29 19 2 3,0.5772474189599355,9,0,False,0.8995310990607625,0.5694631506298443,0.818652287945611,0.8925659472422063,0.7447386286490156,0.8,0.44024545589247516,0.01,0.5119743436574936,0.1793918013572693,dirichlet_beta_infinity_fedprox,infinity
dirichlet_beta_infinity_fedprox,7,,10,0.5758297463258107,0.7631252527236938,0.7213114500045776,81760,81760,163520,16 13 5 24 10 4 15 28 1 2,0.5758297463258107,10,0,False,0.8966910678085933,0.5661952606829518,0.8090688419455141,0.8685851318944844,0.7495525519965438,0.7794117647058824,0.42359906327283375,0.01,0.518471971154213,0.18568366765975952,dirichlet_beta_infinity_fedprox,infinity
