run_type,seed,alpha,round,loss,accuracy,worst_client_accuracy,upload_bytes,download_bytes,total_comm_bytes,selected_clients,best_loss_so_far,best_round,rounds_since_improvement,stopped_early,auroc,auprc,balanced_accuracy,sensitivity,specificity,worst_client_recall,worst_client_auprc,drift_mean_update_norm,drift_avg_update_norm,method,beta
dirichlet_beta_0p1_cvar_0.9,37,0.9,1,0.40980693804366247,0.8202604097979409,0.6666666865348816,81760,81760,163520,10 9 1 12 8 0 5 3 4 13,0.40980693804366247,1,0,False,0.8792371649299053,0.6292044824442004,0.7918763105133613,0.8426082068577853,0.7411444141689373,0.0,0.0,0.5993345379829407,0.5381325483322144,dirichlet_beta_0p1_cvar_0.9,0.1
dirichlet_beta_0p1_cvar_0.9,37,0.9,2,0.3812092659728868,0.8331522175243923,0.6666666865348816,81760,81760,163520,10 7 9 4 6 11 12 1 0 5,0.3812092659728868,2,0,False,0.8978448921359095,0.6461948053394824,0.8104597290382463,0.8836424957841484,0.7372769622923442,0.0,0.0,0.4784085497260094,0.2644595801830292,dirichlet_beta_0p1_cvar_0.9,0.1
dirichlet_beta_0p1_cvar_0.9,37,0.9,3,0.44736527864422115,0.7639769933053425,0.3333333432674408,81760,81760,163520,6 1 8 4 5 13 9 7 11 10,0.3812092659728868,2,1,False,0.86895740906614,0.6155860266238768,0.7786265476588738,0.6897133220910624,0.8675397732266854,0.0,0.0,0.4383697435259819,0.38028547167778015,dirichlet_beta_0p1_cvar_0.9,0.1
dirichlet_beta_0p1_cvar_0.9,37,0.9,4,0.4485235725130354,0.765360204236848,0.3333333432674408,81760,81760,163520,0 12 8 9 3 11 6 13 7 5,0.3812092659728868,2,2,False,0.8753117081922676,0.6244987398750739,0.7736252835580478,0.6430578976953345,0.9041926694207612,0.0,0.0,0.40926217585802077,0.3050300180912018,dirichlet_beta_0p1_cvar_0.9,0.1
dirichlet_beta_0p1_cvar_0.9,37,0.9,5,0.4828051637325968,0.7434235747371402,0.3333333432674408,81760,81760,163520,10 8 5 1 9 3 0 2 6 4,0.3812092659728868,2,3,False,0.8820363194423549,0.6299776498555989,0.7548316838756812,0.5767284991568297,0.9329348685945328,0.0,0.0,0.46357465237379075,0.31114181876182556,dirichlet_beta_0p1_cvar_0.9,0.1
dirichlet_beta_0p1_cvar_0.9,37,0.9,6,0.4899448853518282,0.7313642693417413,0.3333333432674408,81760,81760,163520,2 0 11 12 3 4 9 8 5 13,0.3812092659728868,2,4,False,0.888328932819748,0.6189053973804621,0.7588490639897868,0.5986509274873525,0.9190472004922211,0.0,0.0,0.44892304986715315,0.28715914487838745,dirichlet_beta_0p1_cvar_0.9,0.1
dirichlet_beta_0p1_cvar_0.9,37,0.9,7,0.5369610850300107,0.7065246424504689,0.3333333432674408,81760,81760,163520,9 0 4 11 3 7 2 1 8 10,0.3812092659728868,2,5,False,0.8886048511728173,0.6287813411788894,0.723889203205406,0.49128724002248453,0.9564911663883273,0.0,0.0,0.4896110236644745,0.3517397344112396,dirichlet_beta_0p1_cvar_0.9,0.1
dirichlet_beta_0p1_cvar_0.9,37,0.9,8,0.6277002263814211,0.6795129946299961,0.3333333432674408,81760,81760,163520,10 0 7 11 1 8 12 2 5 9,0.3812092659728868,2,6,False,0.8893183257860313,0.6405247111293161,0.694324362688882,0.4120292299044407,0.9766194954733234,0.0,0.0,0.49658830314874647,0.2883164584636688,dirichlet_beta_0p1_cvar_0.9,0.1
dirichlet_beta_0p1_cvar_0.9,37,0.9,9,0.4997532498091459,0.740313898239817,0.3333333432674408,81760,81760,163520,1 7 10 2 5 9 0 12 13 6,0.3812092659728868,2,7,False,0.8958849800167324,0.6424835925705294,0.7537719587801845,0.5666104553119731,0.9409334622483959,0.0,0.0,0.4644046455621719,0.24636907875537872,dirichlet_beta_0p1_cvar_0.9,0.1
dirichlet_beta_0p1_cvar_0.9,37,0.9,10,0.6289194920765502,0.686269366315433,0.3333333432674408,81760,81760,163520,9 2 10 8 3 11 4 13 0 7,0.3812092659728868,2,8,False,0.8878481940650949,0.6272824826820173,0.6964654288310741,0.42158516020236086,0.9713456974597873,0.0,0.0,0.46791469007730485,0.36888304352760315,dirichlet_beta_0p1_cvar_0.9,0.1
dirichlet_beta_0p1_cvar_0.9,37,0.9,11,0.9009265915623733,0.5678168716175216,0.0,81760,81760,163520,2 8 4 13 3 1 10 9 11 5,0.3812092659728868,2,9,False,0.876587815135247,0.6252788977818309,0.6083284258948126,0.2203485103991006,0.9963083413905247,0.0,0.0,0.4497103109955788,0.3274317681789398,dirichlet_beta_0p1_cvar_0.9,0.1
dirichlet_beta_0p1_cvar_0.9,37,0.9,12,0.9459363846108317,0.566848381289414,0.0,81760,81760,163520,8 10 0 5 4 1 11 13 6 3,0.3812092659728868,2,10,False,0.8795216061437325,0.6178479302449789,0.6164872246269865,0.23833614390106803,0.994638305352905,0.0,0.0,0.4868844076991081,0.3027728497982025,dirichlet_beta_0p1_cvar_0.9,0.1
dirichlet_beta_0p1_cvar_0.9,37,0.9,13,0.7405761159025133,0.6725374268633979,0.3333333432674408,81760,81760,163520,7 5 1 3 11 4 0 9 6 10,0.3812092659728868,2,11,False,0.8821554912693049,0.6207435213905776,0.6840050064025213,0.38954468802698144,0.978465324778061,0.0,0.0,0.4810643970966339,0.21963365375995636,dirichlet_beta_0p1_cvar_0.9,0.1
dirichlet_beta_0p1_cvar_0.9,37,0.9,14,1.1595270214602351,0.5451324507594109,0.0,81760,81760,163520,9 11 7 5 8 4 0 6 13 1,0.3812092659728868,2,12,False,0.8777092012755339,0.6285159704781318,0.5783177285928836,0.1579539066891512,0.998681550496616,0.0,0.0,0.4659246578812599,0.33059176802635193,dirichlet_beta_0p1_cvar_0.9,0.1
dirichlet_beta_0p1_cvar_0.9,37,0.9,15,0.7573504371435514,0.6733476711171014,0.3333333432674408,81760,81760,163520,11 4 10 0 12 8 13 2 9 3,0.3812092659728868,2,13,False,0.8896067690388234,0.6203098070423819,0.6858742303424417,0.3974142776840922,0.9743341830007911,0.0,0.0,0.537371751666069,0.35531869530677795,dirichlet_beta_0p1_cvar_0.9,0.1
dirichlet_beta_0p1_cvar_0.9,37,0.9,16,0.8199791850389114,0.6679350542170661,0.3333333432674408,81760,81760,163520,3 5 9 12 13 10 1 6 2 11,0.3812092659728868,2,14,False,0.8939614815113458,0.6363186400634353,0.6791841552063834,0.37717818999437885,0.9811901204183879,0.0,0.0,0.4676117241382599,0.2631582021713257,dirichlet_beta_0p1_cvar_0.9,0.1
dirichlet_beta_0p1_cvar_0.9,37,0.9,17,1.6315039762827968,0.49995263080511776,0.0,81760,81760,163520,1 7 9 11 8 2 13 10 5 6,0.3812092659728868,2,15,True,0.8213284763402667,0.5796407428450121,0.5388910982449676,0.07813378302417089,0.9996484134657643,0.0,0.0,0.46364045739173887,0.4803081750869751,dirichlet_beta_0p1_cvar_0.9,0.1
