run_type,seed,alpha,round,loss,accuracy,worst_client_accuracy,upload_bytes,download_bytes,total_comm_bytes,selected_clients,best_loss_so_far,best_round,rounds_since_improvement,stopped_early,auroc,auprc,balanced_accuracy,sensitivity,specificity,worst_client_recall,worst_client_auprc,mu,drift_mean_update_norm,drift_avg_update_norm,method
fedprox_mu_0p0,11,,1,0.4292961027887132,0.7981637252701653,0.6204631924629211,6058280,6058280,12116560,7 8 3 4 5,0.4292961027887132,1,0,False,0.8836056353954053,0.6025801275264626,0.7932209018935564,0.8613908872901679,0.725050916496945,0.4,0.2585612742677796,0.0,12.43531436920166,10.338920593261719,fedprox_mu_0p0
fedprox_mu_0p0,11,,2,0.5383740928437974,0.731631726026535,0.28136882185935974,6058280,6058280,12116560,3 2 6 4 8,0.4292961027887132,1,1,False,0.8708390443727225,0.5678728847465743,0.7622448014556324,0.8882494004796163,0.6362402024316485,0.6,0.33556788728332715,0.0,12.387564182281494,9.89161205291748,fedprox_mu_0p0
fedprox_mu_0p0,11,,3,0.49625850551658207,0.7596745921505822,0.3505012094974518,6058280,6058280,12116560,2 1 3 8 7,0.4292961027887132,1,2,False,0.8826884206391599,0.610760965222991,0.7781669794695627,0.8820143884892087,0.6743195704499166,0.6,0.36434519544749566,0.0,15.147391510009765,8.072366714477539,fedprox_mu_0p0
fedprox_mu_0p0,11,,4,0.39099526902039844,0.8270775013499789,0.7063990235328674,6058280,6058280,12116560,1 0 4 3 5,0.39099526902039844,4,0,False,0.9058983659212234,0.648763115605417,0.8217438195342633,0.8628297362110312,0.7806579028574955,0.5,0.40891458899523414,0.0,11.620823574066161,8.832711219787598,fedprox_mu_0p0
fedprox_mu_0p0,11,,5,0.4179805682765113,0.8303277624977959,0.7302383780479431,6058280,6058280,12116560,2 0 6 4 7,0.39099526902039844,4,1,False,0.9077827758160071,0.6600357029870975,0.8255014947493958,0.8633093525179856,0.7876936369808061,0.5,0.37625155918761033,0.0,12.500745677947998,9.392091751098633,fedprox_mu_0p0
fedprox_mu_0p0,11,,6,0.40901746021376717,0.8343133595254686,0.7259724140167236,6058280,6058280,12116560,0 8 1 6 4,0.39099526902039844,4,2,False,0.9026738542511668,0.6484888990761193,0.818793126950023,0.8431654676258993,0.7944207862741468,0.5,0.2963156638114033,0.0,11.249050712585449,7.926601886749268,fedprox_mu_0p0
fedprox_mu_0p0,11,,7,0.4194780968957477,0.8431456287701925,0.7447929978370667,6058280,6058280,12116560,0 7 2 3 4,0.39099526902039844,4,3,False,0.9083490326790595,0.662774370980431,0.826626741561759,0.8455635491606714,0.8076899339628464,0.5,0.33842684409629203,0.0,14.493891716003418,8.752777099609375,fedprox_mu_0p0
fedprox_mu_0p0,11,,8,0.377032145857811,0.8198215696546767,0.7427854537963867,6058280,6058280,12116560,3 8 5 2 7,0.377032145857811,8,0,False,0.9033239100258397,0.6526561507906058,0.8184464019230829,0.860431654676259,0.7764611491699068,0.5,0.33811116446475564,0.0,13.557713603973388,8.711613655090332,fedprox_mu_0p0
fedprox_mu_0p0,11,,9,0.3707841866546207,0.8359286586443583,0.7493098974227905,6058280,6058280,12116560,0 1 3 5 2,0.3707841866546207,9,0,False,0.9063580463161409,0.6604439020822203,0.8214566358392641,0.8446043165467626,0.7983089551317657,0.5,0.3444982667261608,0.0,13.752738857269287,8.645135879516602,fedprox_mu_0p0
fedprox_mu_0p0,11,,10,0.38336435788207585,0.8447905712657504,0.7608531713485718,6058280,6058280,12116560,6 1 5 2 8,0.3707841866546207,9,1,False,0.9048699570245673,0.659969500539325,0.8213289838412551,0.8302158273381295,0.8124421403443807,0.5,0.275577823429282,0.0,11.429424858093261,9.331056594848633,fedprox_mu_0p0
