run_type,seed,alpha,round,loss,accuracy,worst_client_accuracy,upload_bytes,download_bytes,total_comm_bytes,selected_clients,best_loss_so_far,best_round,rounds_since_improvement,stopped_early,auroc,auprc,balanced_accuracy,sensitivity,specificity,worst_client_recall,worst_client_auprc,mu,drift_mean_update_norm,drift_avg_update_norm,method,beta
dirichlet_beta_1p0_fedprox,7,,1,0.6370988329251607,0.7028996884822846,0.6393129825592041,81760,81760,163520,10 4 12 20 1 2 17 3 11 18,0.6370988329251607,1,0,False,0.8832076719664816,0.5840679132970421,0.7794672538214569,0.8964028776978418,0.6625316299450719,0.7307692307692307,0.05676241945534822,0.01,0.5828495845198631,0.45433539152145386,dirichlet_beta_1p0_fedprox,1.0
dirichlet_beta_1p0_fedprox,7,,2,0.5515237381060918,0.7682081560293833,0.7061068415641785,81760,81760,163520,1 16 6 29 2 13 24 25 7 22,0.5515237381060918,2,0,False,0.8836064938088412,0.5798031682572344,0.8000910658253624,0.8474820143884892,0.7527001172622354,0.4,0.07231130662730509,0.01,0.4668282732367516,0.2966856062412262,dirichlet_beta_1p0_fedprox,1.0
dirichlet_beta_1p0_fedprox,7,,3,0.5013511131207148,0.7941051542758941,0.7614504098892212,81760,81760,163520,17 13 1 26 18 3 7 20 22 25,0.5013511131207148,3,0,False,0.8837510032707032,0.5948856856812097,0.8027267798795586,0.8172661870503597,0.7881873727087576,0.6730769230769231,0.07019007353944129,0.01,0.45932703614234927,0.21587204933166504,dirichlet_beta_1p0_fedprox,1.0
dirichlet_beta_1p0_fedprox,7,,4,0.478448893626531,0.804321809609731,0.7518247961997986,81760,81760,163520,1 18 28 12 29 7 25 17 4 9,0.478448893626531,4,0,False,0.885706853883677,0.5953836775066907,0.8010122470436907,0.7932853717026379,0.8087391223847435,0.6,0.04539001451703634,0.01,0.4929625868797302,0.21448914706707,dirichlet_beta_1p0_fedprox,1.0
dirichlet_beta_1p0_fedprox,7,,5,0.4707212915023168,0.812384142478307,0.7864768505096436,81760,81760,163520,13 4 17 3 18 9 27 21 5 26,0.4707212915023168,5,0,False,0.8916396599439574,0.588694990800964,0.8109413968547435,0.8105515587529976,0.8113312349564895,0.6,0.05765554459639177,0.01,0.4547167241573334,0.19881515204906464,dirichlet_beta_1p0_fedprox,1.0
dirichlet_beta_1p0_fedprox,7,,6,0.5034884492556254,0.7824817995230356,0.7414966225624084,81760,81760,163520,18 29 20 6 11 3 17 22 2 28,0.4707212915023168,5,1,False,0.8957057127858166,0.5976866727242363,0.8103483811728621,0.8508393285371703,0.769857433808554,0.6,0.04639707717094551,0.01,0.47254077047109605,0.2029476910829544,dirichlet_beta_1p0_fedprox,1.0
dirichlet_beta_1p0_fedprox,7,,7,0.44835114081700644,0.8214686254660288,0.7935943007469177,81760,81760,163520,1 19 6 15 21 17 13 10 14 18,0.44835114081700644,7,0,False,0.8951095446545929,0.599704364684984,0.8170707351911473,0.8134292565947242,0.8207122137875702,0.6,0.049329594882811155,0.01,0.5107447952032089,0.23294468224048615,dirichlet_beta_1p0_fedprox,1.0
dirichlet_beta_1p0_fedprox,7,,8,0.4127666195233663,0.8429203569889069,0.7080292105674744,81760,81760,163520,29 14 11 9 7 5 22 25 2 18,0.4127666195233663,8,0,False,0.8819436285816746,0.5732179338933886,0.793705935085296,0.7194244604316546,0.8679874097389373,0.4,0.047892114230401656,0.01,0.4615949526429176,0.2555147707462311,dirichlet_beta_1p0_fedprox,1.0
dirichlet_beta_1p0_fedprox,7,,9,0.42265941699345905,0.8324738661448161,0.7737226486206055,81760,81760,163520,9 16 15 10 23 14 29 19 2 3,0.4127666195233663,8,1,False,0.8944877721226092,0.5967404350427205,0.8139147337934134,0.7846522781774581,0.8431771894093686,0.6,0.058155628366809445,0.01,0.4922250896692276,0.2701719105243683,dirichlet_beta_1p0_fedprox,1.0
dirichlet_beta_1p0_fedprox,7,,10,0.4155448933442434,0.8303681989510854,0.7687074542045593,81760,81760,163520,16 13 5 24 10 4 15 28 1 2,0.4127666195233663,8,2,False,0.8959381208234671,0.5930573262487651,0.8077722972519965,0.7721822541966427,0.8433623403073505,0.5769230769230769,0.07167890124833727,0.01,0.5070190668106079,0.23168429732322693,dirichlet_beta_1p0_fedprox,1.0
