run_type,seed,alpha,round,loss,accuracy,worst_client_accuracy,upload_bytes,download_bytes,total_comm_bytes,selected_clients,best_loss_so_far,best_round,rounds_since_improvement,stopped_early,auroc,auprc,balanced_accuracy,sensitivity,specificity,worst_client_recall,worst_client_auprc,drift_mean_update_norm,drift_avg_update_norm,method,beta
dirichlet_beta_0p1_fedavg,37,0.0,1,0.4295541910188539,0.7757643525089536,0.3333333432674408,81760,81760,163520,10 9 1 12 8 0 5 3 4 13,0.4295541910188539,1,0,False,0.8698151053057502,0.6238100876632633,0.7757026135241347,0.821247892074199,0.7301573349740705,0.0,0.0,0.6289896219968796,0.5759370923042297,dirichlet_beta_0p1_fedavg,0.1
dirichlet_beta_0p1_fedavg,37,0.0,2,0.39032634666987825,0.8282465125833239,0.6666666865348816,81760,81760,163520,10 7 9 4 6 11 12 1 0 5,0.39032634666987825,2,0,False,0.8977946937212404,0.6420328399591299,0.8097484036681799,0.8819561551433389,0.737540652193021,0.0,0.0,0.47506701201200485,0.26978495717048645,dirichlet_beta_0p1_fedavg,0.1
dirichlet_beta_0p1_fedavg,37,0.0,3,0.4540034979581833,0.7636035106011799,0.3333333432674408,81760,81760,163520,6 1 8 4 5 13 9 7 11 10,0.39032634666987825,2,1,False,0.8692672212306882,0.6127582718941496,0.7780481295087478,0.6852164137155705,0.870879845301925,0.0,0.0,0.4378525838255882,0.3938673734664917,dirichlet_beta_0p1_fedavg,0.1
dirichlet_beta_0p1_fedavg,37,0.0,4,0.4522123411297798,0.7599474638700485,0.3333333432674408,81760,81760,163520,0 12 8 9 3 11 6 13 7 5,0.39032634666987825,2,2,False,0.8763427767124614,0.6237838257881394,0.7737837099523743,0.642495784148398,0.9050716357563505,0.0,0.0,0.41045140027999877,0.3121703863143921,dirichlet_beta_0p1_fedavg,0.1
dirichlet_beta_0p1_fedavg,37,0.0,5,0.4872595380459513,0.7489415471042905,0.3333333432674408,81760,81760,163520,10 8 5 1 9 3 0 2 6 4,0.39032634666987825,2,3,False,0.882892286405869,0.6281647662254858,0.7539445652384971,0.5750421585160203,0.9328469719609739,0.0,0.0,0.4637533202767372,0.3126763701438904,dirichlet_beta_0p1_fedavg,0.1
dirichlet_beta_0p1_fedavg,37,0.0,6,0.4943739702658994,0.7295293658971786,0.3333333432674408,81760,81760,163520,2 0 11 12 3 4 9 8 5 13,0.39032634666987825,2,4,False,0.8887951456551962,0.6195490055840505,0.7590167049553098,0.596964586846543,0.9210688230640767,0.0,0.0,0.4491311922669411,0.28732675313949585,dirichlet_beta_0p1_fedavg,0.1
dirichlet_beta_0p1_fedavg,37,0.0,7,0.5473397587026868,0.7054926306009293,0.3333333432674408,81760,81760,163520,9 0 4 11 3 7 2 1 8 10,0.39032634666987825,2,5,False,0.8897105009006316,0.6314709558892031,0.7213965505289781,0.48173130972456435,0.961061791333392,0.0,0.0,0.48923574537038805,0.3519584834575653,dirichlet_beta_0p1_fedavg,0.1
dirichlet_beta_0p1_fedavg,37,0.0,8,0.6266483313270977,0.6758047278438296,0.3333333432674408,81760,81760,163520,10 0 7 11 1 8 12 2 5 9,0.39032634666987825,2,6,False,0.8909586923866347,0.6421247987889765,0.6936569856355952,0.41034288926363127,0.9769710820075591,0.0,0.0,0.49466311037540434,0.28551724553108215,dirichlet_beta_0p1_fedavg,0.1
dirichlet_beta_0p1_fedavg,37,0.0,9,0.49767505617014,0.7391464433499745,0.3333333432674408,81760,81760,163520,1 7 10 2 5 9 0 12 13 6,0.39032634666987825,2,7,False,0.8959339679381343,0.6416404748791856,0.757127273189012,0.5727937043282744,0.9414608420497494,0.0,0.0,0.4647602394223213,0.24851401150226593,dirichlet_beta_0p1_fedavg,0.1
dirichlet_beta_0p1_fedavg,37,0.0,10,0.639808915289385,0.6814189233950206,0.3333333432674408,81760,81760,163520,9 2 10 8 3 11 4 13 0 7,0.39032634666987825,2,8,False,0.8878828042909566,0.6272481189427728,0.6920922131043258,0.41090500281056774,0.9732794233980838,0.0,0.0,0.4686702623963356,0.37440916895866394,dirichlet_beta_0p1_fedavg,0.1
dirichlet_beta_0p1_fedavg,37,0.0,11,0.9065474298383508,0.5677854365536145,0.0,81760,81760,163520,2 8 4 13 3 1 10 9 11 5,0.39032634666987825,2,9,False,0.8780301055110398,0.6259452106891648,0.6081965809444743,0.2203485103991006,0.9960446514898479,0.0,0.0,0.44953144043684007,0.3280578553676605,dirichlet_beta_0p1_fedavg,0.1
dirichlet_beta_0p1_fedavg,37,0.0,12,0.9525405888312629,0.5726201619420733,0.0,81760,81760,163520,8 10 0 5 4 1 11 13 6 3,0.39032634666987825,2,10,False,0.8762086837031983,0.6177861703721689,0.6117358409220144,0.22821810005621135,0.9952535817878175,0.0,0.0,0.4859157219529152,0.30395612120628357,dirichlet_beta_0p1_fedavg,0.1
dirichlet_beta_0p1_fedavg,37,0.0,13,0.7416984851339034,0.6662371626922062,0.3333333432674408,81760,81760,163520,7 5 1 3 11 4 0 9 6 10,0.39032634666987825,2,11,False,0.8837906206337323,0.616661049513264,0.6804912655993673,0.3839235525576166,0.977058978641118,0.0,0.0,0.4830424353480339,0.2237829566001892,dirichlet_beta_0p1_fedavg,0.1
dirichlet_beta_0p1_fedavg,37,0.0,14,1.1657065862257565,0.5441690576928002,0.0,81760,81760,163520,9 11 7 5 8 4 0 6 13 1,0.39032634666987825,2,12,False,0.8769229735465719,0.6265133875960647,0.5763503311786059,0.15401911186059583,0.998681550496616,0.0,0.0,0.46646021753549577,0.3343058228492737,dirichlet_beta_0p1_fedavg,0.1
dirichlet_beta_0p1_fedavg,37,0.0,15,0.7600587581816528,0.6750159008162362,0.3333333432674408,81760,81760,163520,11 4 10 0 12 8 13 2 9 3,0.39032634666987825,2,13,False,0.8893253417061917,0.6197297423026257,0.6857342330905084,0.39572793704328274,0.975740529137734,0.0,0.0,0.5383338883519173,0.36112380027770996,dirichlet_beta_0p1_fedavg,0.1
dirichlet_beta_0p1_fedavg,37,0.0,16,0.8216748669344399,0.6675825757639748,0.3333333432674408,81760,81760,163520,3 5 9 12 13 10 1 6 2 11,0.39032634666987825,2,14,False,0.8942248749646917,0.636513383172948,0.6782091399356404,0.37549184935356944,0.9809264305177112,0.0,0.0,0.4687973648309708,0.26621732115745544,dirichlet_beta_0p1_fedavg,0.1
dirichlet_beta_0p1_fedavg,37,0.0,17,1.64739307382011,0.49967045549835476,0.0,81760,81760,163520,1 7 9 11 8 2 13 10 5 6,0.39032634666987825,2,15,True,0.8210134022355984,0.5785080467143761,0.5380479279245629,0.07644744238336144,0.9996484134657643,0.0,0.0,0.46386885195970534,0.4830872416496277,dirichlet_beta_0p1_fedavg,0.1
