run_type,seed,alpha,round,loss,accuracy,worst_client_accuracy,upload_bytes,download_bytes,total_comm_bytes,selected_clients,best_loss_so_far,best_round,rounds_since_improvement,stopped_early,auroc,auprc,balanced_accuracy,sensitivity,specificity,worst_client_recall,worst_client_auprc,drift_mean_update_norm,drift_avg_update_norm,method,beta
dirichlet_beta_infinity_fedavg,23,0.0,1,0.8703994313875835,0.6328157802422841,0.5911329984664917,81760,81760,163520,29 24 9 26 2 0 18 27 13 12,0.8703994313875835,1,0,False,0.8747875389745599,0.5642237952610517,0.7560101446707844,0.9155875299760192,0.5964327593655496,0.8620689655172413,0.45708921112220285,0.6683755218982697,0.5251200199127197,dirichlet_beta_infinity_fedavg,infinity
dirichlet_beta_infinity_fedavg,23,0.0,2,0.6472202519575755,0.6904518783092499,0.6633825898170471,81760,81760,163520,16 11 4 23 6 8 14 0 7 19,0.6472202519575755,2,0,False,0.8925892428068284,0.589347827756922,0.7883260360791167,0.9151079136690647,0.6615441584891687,0.8611111111111112,0.47039958815612,0.5607927918434144,0.3316287696361542,dirichlet_beta_infinity_fedavg,infinity
dirichlet_beta_infinity_fedavg,23,0.0,3,0.6579652428627014,0.7127599636713664,0.6803278923034668,81760,81760,163520,14 28 0 3 2 22 15 13 27 16,0.6472202519575755,2,1,False,0.8971990265591638,0.5967928467240522,0.79840890109612,0.9093525179856116,0.6874652842066284,0.8412698412698413,0.48622761850600604,0.5207809686660767,0.22666680812835693,dirichlet_beta_infinity_fedavg,infinity
dirichlet_beta_infinity_fedavg,23,0.0,4,0.6169324298699697,0.7169712980588278,0.6847290396690369,81760,81760,163520,20 23 13 11 24 1 6 25 18 26,0.6169324298699697,4,0,False,0.8997475228482275,0.6099257561765675,0.8022476519802488,0.9127098321342926,0.691785471826205,0.8333333333333334,0.49858544347653716,0.5159065872430801,0.20904478430747986,dirichlet_beta_infinity_fedavg,infinity
dirichlet_beta_infinity_fedavg,23,0.0,5,0.6127665638923645,0.7311321159203847,0.69786536693573,81760,81760,163520,21 5 19 6 23 11 18 24 25 9,0.6127665638923645,5,0,False,0.8989688086597932,0.5979692358089266,0.8033446599506175,0.8968824940047961,0.709806825896439,0.8333333333333334,0.4722837548407939,0.5176491588354111,0.18941617012023926,dirichlet_beta_infinity_fedavg,infinity
dirichlet_beta_infinity_fedavg,23,0.0,6,0.6027100801467895,0.7385150849819183,0.7110016345977783,81760,81760,163520,21 10 18 2 15 5 22 25 27 14,0.6027100801467895,6,0,False,0.8990729282894735,0.5940870757246671,0.8073016054847291,0.8964028776978418,0.7182003332716164,0.8103448275862069,0.4843795040871096,0.5133579790592193,0.19159667193889618,dirichlet_beta_infinity_fedavg,infinity
dirichlet_beta_infinity_fedavg,23,0.0,7,0.5785249829292297,0.7518563985824585,0.7224959135055542,81760,81760,163520,21 20 5 27 25 26 17 10 29 16,0.5785249829292297,7,0,False,0.8998533001038532,0.5938229291651389,0.8129505283016689,0.8920863309352518,0.7338147256680861,0.8253968253968254,0.47979199169855,0.5047921895980835,0.17341046035289764,dirichlet_beta_infinity_fedavg,infinity
dirichlet_beta_infinity_fedavg,23,0.0,8,0.5624197463194529,0.7590185503164927,0.7224959135055542,81760,81760,163520,6 18 3 2 27 13 1 28 8 22,0.5624197463194529,8,0,False,0.8999210703645933,0.5847181318592111,0.8142766438580297,0.8858513189448441,0.7427019687712152,0.8222222222222222,0.4829448717239437,0.5007062673568725,0.19689199328422546,dirichlet_beta_infinity_fedavg,infinity
dirichlet_beta_infinity_fedavg,23,0.0,9,0.5426423976818721,0.7782092829545338,0.7356321811676025,81760,81760,163520,8 26 18 10 3 11 9 17 23 14,0.5426423976818721,9,0,False,0.8973173692114629,0.5798995877967472,0.8169589342412387,0.8671462829736211,0.7667715855088564,0.7931034482758621,0.4858429359168893,0.5131025731563568,0.19995521008968353,dirichlet_beta_infinity_fedavg,infinity
dirichlet_beta_infinity_fedavg,23,0.0,10,0.5603387882312139,0.7651968201001486,0.7307060956954956,81760,81760,163520,17 6 8 4 3 19 25 22 15 7,0.5426423976818721,9,1,False,0.8990074668648714,0.5727831511510021,0.8175547027662077,0.8853717026378897,0.7497377028945257,0.8157894736842105,0.4753661795699311,0.515392643213272,0.1952076554298401,dirichlet_beta_infinity_fedavg,infinity
