run_type,seed,alpha,round,loss,accuracy,worst_client_accuracy,upload_bytes,download_bytes,total_comm_bytes,selected_clients,best_loss_so_far,best_round,rounds_since_improvement,stopped_early,auroc,auprc,balanced_accuracy,sensitivity,specificity,worst_client_recall,worst_client_auprc,drift_mean_update_norm,drift_avg_update_norm,method
logreg_cvar_0.95,19,0.95,1,0.6486049162016975,0.7153087986840142,0.6190715432167053,40880,40880,81760,0 1 4 7 3,0.6486049162016975,1,0,False,0.8749292955933344,0.5578988919077904,0.7738562491980125,0.9002398081534773,0.6474726902425477,0.6,0.1975269988934404,0.8890256524085999,0.6677975058555603,logreg_cvar_0.95
logreg_cvar_0.95,19,0.95,2,0.7169235911634233,0.7191180321905348,0.2848254442214966,40880,40880,81760,5 4 7 1 6,0.6486049162016975,1,1,False,0.8538679147406015,0.5114853366828378,0.7560961044162263,0.882494004796163,0.6296982040362896,0.7,0.20282829552329637,0.5648080468177795,0.4978441298007965,logreg_cvar_0.95
logreg_cvar_0.95,19,0.95,3,0.7620888815985786,0.7130076653427548,0.24334600567817688,40880,40880,81760,4 1 2 3 6,0.6486049162016975,1,2,False,0.8285439339696544,0.4136414378730113,0.7514782545376401,0.8565947242206235,0.6463617848546566,0.7,0.18463209485682844,0.6442845165729523,0.5663409233093262,logreg_cvar_0.95
logreg_cvar_0.95,19,0.95,4,0.7946525050534142,0.7247743291987313,0.24438299238681793,40880,40880,81760,4 1 6 2 5,0.6486049162016975,1,3,False,0.8230634969898548,0.38573068484351514,0.7463329688036278,0.8455635491606714,0.647102388446584,0.6,0.17561483708292303,0.5101744651794433,0.3549131453037262,logreg_cvar_0.95
logreg_cvar_0.95,19,0.95,5,0.6523472766081492,0.7303880254427592,0.5088143944740295,40880,40880,81760,0 3 8 1 6,0.6486049162016975,1,4,False,0.8752353199832285,0.5499339534383247,0.776487301179238,0.8892086330935252,0.6637659692649509,0.5,0.19785737428619934,0.7471188426017761,0.42675867676734924,logreg_cvar_0.95
logreg_cvar_0.95,19,0.95,6,0.6122510598765479,0.7415824797418382,0.6111302971839905,40880,40880,81760,8 7 3 5 0,0.6122510598765479,6,0,False,0.8856160692627161,0.5842337349578295,0.7876844904376443,0.8916067146282973,0.6837622662469913,0.6,0.26006293319900076,0.6854271352291107,0.37387579679489136,logreg_cvar_0.95
logreg_cvar_0.95,19,0.95,7,0.5821777913305495,0.7522632545895047,0.682559609413147,40880,40880,81760,1 6 0 7 4,0.5821777913305495,7,0,False,0.8771060692641962,0.5884430083651316,0.780739955341781,0.8623501199040767,0.6991297907794852,0.5,0.20319835493431324,0.6335307955741882,0.3434240221977234,logreg_cvar_0.95
logreg_cvar_0.95,19,0.95,8,0.6563080930047565,0.7618973751862844,0.3193916380405426,40880,40880,81760,6 8 3 5 2,0.5821777913305495,7,1,False,0.8460958986930063,0.4558275370613991,0.7636498170469364,0.8494004796163069,0.6778991544775659,0.5,0.19955499330770618,0.6568260550498962,0.5264424085617065,logreg_cvar_0.95
logreg_cvar_0.95,19,0.95,9,0.7122381892469194,0.7601491080390083,0.2564811706542969,40880,40880,81760,8 2 6 5 3,0.5821777913305495,7,2,False,0.840531544399733,0.4183205507548183,0.7649343735528149,0.8522781774580336,0.6775905696475961,0.5,0.17936210184820472,0.5751508474349976,0.3493823707103729,logreg_cvar_0.95
logreg_cvar_0.95,19,0.95,10,0.6636723577976227,0.7560532357957628,0.2751469016075134,40880,40880,81760,3 1 6 7 8,0.5821777913305495,7,3,False,0.8449890781690517,0.44548341627938326,0.7640862758783901,0.8470023980815348,0.6811701536752454,0.5,0.1682602550308568,0.6811770558357239,0.3434279263019562,logreg_cvar_0.95
logreg_cvar_0.95,19,0.95,11,0.7047839810450872,0.77081099152565,0.26166608929634094,40880,40880,81760,3 2 1 5 8,0.5821777913305495,7,4,False,0.8333885973983265,0.38498236003849295,0.7624977966155126,0.8249400479616307,0.7000555452693945,0.4,0.15819726692430108,0.629871380329132,0.30385059118270874,logreg_cvar_0.95
logreg_cvar_0.95,19,0.95,12,0.5886143462525474,0.7577319310771095,0.4465952217578888,40880,40880,81760,1 7 0 3 5,0.5821777913305495,7,5,False,0.8672441125048489,0.5317768302153245,0.7768193295761465,0.8498800959232614,0.7037585632290316,0.5,0.22717060463365496,0.688570249080658,0.42468324303627014,logreg_cvar_0.95
logreg_cvar_0.95,19,0.95,13,0.5490910742017958,0.7756257851918539,0.39889389276504517,40880,40880,81760,1 7 6 4 3,0.5490910742017958,13,0,False,0.8635061067975836,0.5210145822181725,0.7763114744271977,0.8508393285371703,0.7017836203172252,0.5,0.21432412311877555,0.5925707161426544,0.3107061982154846,logreg_cvar_0.95
