run_type,seed,alpha,round,loss,accuracy,worst_client_accuracy,upload_bytes,download_bytes,total_comm_bytes,selected_clients,best_loss_so_far,best_round,rounds_since_improvement,stopped_early,auroc,auprc,balanced_accuracy,sensitivity,specificity,worst_client_recall,worst_client_auprc,drift_mean_update_norm,drift_avg_update_norm,method
logreg_fedavg,43,0,1,0.6535362386041217,0.7084810667567782,0.5502938032150269,40880,40880,81760,0 4 5 1 3,0.6535362386041217,1,0,False,0.869486421601471,0.5392668545884084,0.7646808011839001,0.8925659472422063,0.636795655125594,0.4,0.25849021056915794,0.7637398183345795,0.6713895797729492,logreg_fedavg
logreg_fedavg,43,0,2,0.797416576080852,0.7093347509702047,0.266851007938385,40880,40880,81760,5 1 3 4 6,0.6535362386041217,1,1,False,0.8415183350449801,0.4415426473943859,0.7542966330509006,0.8810551558752998,0.6275381102265013,0.5,0.1880430239167151,0.5908652544021606,0.4873863160610199,logreg_fedavg
logreg_fedavg,43,0,3,0.6992252618074417,0.7165301971965365,0.3722779154777527,40880,40880,81760,0 6 4 2 7,0.6535362386041217,1,2,False,0.8578208938126299,0.5220694309739494,0.7627827158750689,0.8810551558752998,0.644510275874838,0.5,0.26675654376789504,0.6925150930881501,0.4794429540634155,logreg_fedavg
logreg_fedavg,43,0,4,0.7035885436667336,0.7239967882633209,0.34497061371803284,40880,40880,81760,8 6 3 1 0,0.6535362386041217,1,3,False,0.8591385288362532,0.49533743669543523,0.7633690270520115,0.8810551558752998,0.645682898228723,0.5,0.22674893392708156,0.704796040058136,0.3430316746234894,logreg_fedavg
logreg_fedavg,43,0,5,0.6692915260791779,0.7386918034818437,0.3197372853755951,40880,40880,81760,1 8 3 7 0,0.6535362386041217,1,4,False,0.8565080392638306,0.49761944813990117,0.7674054498301007,0.8709832134292566,0.6638276862309449,0.5,0.2214268943865925,0.7141113042831421,0.280710369348526,logreg_fedavg
logreg_fedavg,43,0,6,0.7789302782879935,0.7551635437541537,0.24818527698516846,40880,40880,81760,2 7 1 3 4,0.6535362386041217,1,5,False,0.8261481908714835,0.36647464700011106,0.7665777320746624,0.8580335731414868,0.675121891007838,0.4,0.1527733304165812,0.6647233247756958,0.361607164144516,logreg_fedavg
logreg_fedavg,43,0,7,0.7201335728168488,0.7569598654905955,0.2599377930164337,40880,40880,81760,8 4 7 1 3,0.6535362386041217,1,6,False,0.8429821963573374,0.42947118946340257,0.7685173764339759,0.860431654676259,0.6766030981916928,0.5,0.17359265984833214,0.6721061110496521,0.3186313807964325,logreg_fedavg
logreg_fedavg,43,0,8,0.6167622341050042,0.7473827103773752,0.46768060326576233,40880,40880,81760,1 0 4 7 8,0.6167622341050042,8,0,False,0.868128263543581,0.5310546638669664,0.777289044528125,0.8661870503597122,0.6883910386965377,0.5,0.19347681963316532,0.6977956712245941,0.3768152594566345,logreg_fedavg
logreg_fedavg,43,0,9,0.6007731374767091,0.7555147806803385,0.46249568462371826,40880,40880,81760,0 2 7 6 8,0.6007731374767091,9,0,False,0.8717256374496773,0.5446083551659973,0.7785330631995052,0.8676258992805755,0.6894402271184349,0.6,0.2567944512693087,0.684425151348114,0.347525030374527,logreg_fedavg
logreg_fedavg,43,0,10,0.5498909850915273,0.769428120719062,0.6800501942634583,40880,40880,81760,8 1 6 4 0,0.5498909850915273,10,0,False,0.8847405467590379,0.5858281884889183,0.7962607510732758,0.8729016786570744,0.7196198234894773,0.5,0.3075867379577627,0.6221852660179138,0.37101784348487854,logreg_fedavg
logreg_fedavg,43,0,11,0.6038999723063575,0.7570147977934943,0.413066029548645,40880,40880,81760,1 7 6 5 2,0.5498909850915273,10,1,False,0.865235898672286,0.5323073895099176,0.7764877451861876,0.8556354916067146,0.6973399987656607,0.6,0.2591057022468488,0.6121085226535797,0.44646090269088745,logreg_fedavg
