precision,recall,threshold
0.11497105045492143,1.0,0.0002694028371479362
0.1149773905371126,1.0,0.00027066751499660313
0.11498373131859041,1.0,0.0002721203782130033
0.11499007279947054,1.0,0.00027296229382045567
0.11499641497986873,1.0,0.0002764260570984334
0.11500275785990072,1.0,0.00028156605549156666
0.11500910143968228,1.0,0.0002842422400135547
0.11501544571932922,1.0,0.0002858924854081124
0.11502179069895736,1.0,0.0002864848356693983
0.11502813637868256,1.0,0.00028980616480112076
0.11503448275862069,1.0,0.0002919787948485464
0.11504082983888766,1.0,0.00029361093766056
0.1150471776195994,1.0,0.00030114647233858705
0.11505352610087187,1.0,0.0003043358155991882
0.11505987528282104,1.0,0.0003077964938711375
0.11506622516556292,1.0,0.00030985570629127324
0.11507257574921353,1.0,0.0003112250124104321
0.11507892703388894,1.0,0.0003150645352434367
0.11508527901970525,1.0,0.00031748157925903797
0.11509163170677854,1.0,0.00032823768560774624
0.11509798509522495,1.0,0.0003293570480309427
0.11510433918516065,1.0,0.00033062111469917
0.11511069397670182,1.0,0.0003376954991836101
0.11511704946996466,1.0,0.00034117564791813493
0.11512340566506543,1.0,0.00034288299502804875
0.11512976256212037,1.0,0.00034373870585113764
0.11513612016124579,1.0,0.00034429115476086736
0.11514247846255798,1.0,0.00034577661426737905
0.1151488374661733,1.0,0.00034642498940229416
0.11515519717220811,1.0,0.0003474871045909822
0.11516155758077878,1.0,0.00034854860859923065
0.11516791869200177,1.0,0.00035101300454698503
0.11517428050599349,1.0,0.00035291549284011126
0.1151806430228704,1.0,0.00035307774669490755
0.11518700624274902,1.0,0.0003560672339517623
0.11519337016574585,1.0,0.0003566995437722653
0.11519973479197745,1.0,0.00035689884680323303
0.11520610012156039,1.0,0.0003617993788793683
0.11521246615461127,1.0,0.00036262080539017916
0.11521883289124668,1.0,0.00036364555126056075
0.11522520033158332,1.0,0.0003637710469774902
0.11523156847573782,1.0,0.000364103470928967
0.1152379373238269,1.0,0.0003682870010379702
0.11524430687596728,1.0,0.000368917768355459
0.11525067713227571,1.0,0.00036967088817618787
0.11525704809286899,1.0,0.00037072255508974195
0.11526341975786389,1.0,0.00037087491364218295
0.11526979212737727,1.0,0.0003721470420714468
0.11527616520152596,1.0,0.0003767583693843335
0.11528253898042685,1.0,0.0003777545935008675
0.11528891346419685,1.0,0.00037831717054359615
0.11529528865295288,1.0,0.0003793511423282325
0.11530166454681193,1.0,0.00038017056067474186
0.11530804114589094,1.0,0.00038076378405094147
0.11531441845030695,1.0,0.0003845983010251075
0.115320796460177,1.0,0.00038646796019747853
0.11532717517561812,1.0,0.0003910670056939125
0.11533355459674743,1.0,0.0003932557301595807
0.11533993472368202,1.0,0.0003967301163356751
0.11534631555653906,1.0,0.0003971175174228847
0.11535269709543569,1.0,0.00039745273534208536
0.1153590793404891,1.0,0.00039920248673297465
0.11536546229181652,1.0,0.00040081964107230306
0.11537184594953519,1.0,0.0004008762480225414
0.11537823031376238,1.0,0.0004029497504234314
0.11538461538461539,1.0,0.0004088623682036996
0.11539100116221153,1.0,0.00041543933912180364
0.11539738764666814,1.0,0.00041644860175438225
0.11540377483810262,1.0,0.0004193693748675287
