accuracy,balanced_accuracy,auroc,auprc,sensitivity,specificity,precision_ppv,npv,f1_death,brier,mean_confidence,positive_rate,predicted_positive_rate,tp,tn,fp,fn
0.8402777777777778,0.8156260697792441,0.90546727957386,0.6530612582888154,0.7836930455635491,0.8475590939949392,0.39814814814814814,0.9682036097010717,0.5280336080142187,0.11307953221569021,0.8212734791772051,0.11400918635170604,0.22440944881889763,1634,13733,2470,451
