method,seed,round,client_id,update_norm,cosine_to_mean,distance_to_mean
cvar_0.5,43,1,0,10.490469932556152,0.6248794198036194,8.191953659057617
cvar_0.5,43,1,4,4.666298866271973,0.20996315777301788,7.07092809677124
cvar_0.5,43,1,5,3.1968319416046143,0.17276053130626678,6.625667095184326
cvar_0.5,43,1,1,9.28203010559082,0.654373824596405,7.025568008422852
cvar_0.5,43,1,3,11.185647010803223,0.724566638469696,7.899372100830078
cvar_0.5,43,2,5,3.0647659301757812,0.05239447206258774,6.355554580688477
cvar_0.5,43,2,1,8.37340259552002,0.6933386921882629,6.034443378448486
cvar_0.5,43,2,3,10.024085998535156,0.7896738052368164,6.526701927185059
cvar_0.5,43,2,4,4.3421735763549805,0.15538159012794495,6.630407333374023
cvar_0.5,43,2,6,4.688925743103027,0.15677520632743835,6.811858654022217
cvar_0.5,43,3,0,10.164022445678711,0.37566497921943665,9.907989501953125
cvar_0.5,43,3,6,4.503108024597168,0.12494732439517975,7.746324062347412
cvar_0.5,43,3,4,4.288309574127197,0.12892796099185944,7.632288932800293
cvar_0.5,43,3,2,11.546069145202637,0.8743611574172974,6.454800128936768
cvar_0.5,43,3,7,10.052556991577148,0.46811529994010925,9.1478853225708
cvar_0.5,43,4,8,9.271759986877441,0.42556971311569214,8.460729598999023
cvar_0.5,43,4,6,4.492978096008301,0.12253434956073761,6.3244709968566895
cvar_0.5,43,4,3,10.67479133605957,0.6235734820365906,8.501143455505371
cvar_0.5,43,4,1,8.662261009216309,0.5269594192504883,7.377027988433838
cvar_0.5,43,4,0,10.113813400268555,0.5558963418006897,8.427582740783691
cvar_0.5,43,5,1,8.299930572509766,0.31074193120002747,8.248587608337402
cvar_0.5,43,5,8,9.11913776397705,0.449156254529953,8.19621467590332
cvar_0.5,43,5,3,10.21907901763916,0.48751282691955566,8.922457695007324
cvar_0.5,43,5,7,10.010581970214844,0.7159874439239502,7.320507526397705
cvar_0.5,43,5,0,9.589886665344238,0.3990023732185364,8.869829177856445
cvar_0.5,43,6,2,11.351313591003418,0.709972620010376,8.333684921264648
cvar_0.5,43,6,7,9.221983909606934,0.33822956681251526,9.055208206176758
cvar_0.5,43,6,1,8.33335018157959,0.28433650732040405,8.657272338867188
cvar_0.5,43,6,3,9.929326057434082,0.6651856899261475,7.468576431274414
cvar_0.5,43,6,4,4.597157955169678,0.06740223616361618,7.0804853439331055
cvar_0.5,43,7,8,9.066252708435059,0.39829888939857483,8.420160293579102
cvar_0.5,43,7,4,4.769750595092773,0.14450158178806305,6.345627784729004
cvar_0.5,43,7,7,9.80513858795166,0.7091187834739685,7.203153133392334
cvar_0.5,43,7,1,8.32863712310791,0.4299435317516327,7.63978910446167
cvar_0.5,43,7,3,9.874608039855957,0.5162062644958496,8.458887100219727
cvar_0.5,43,8,1,8.304291725158691,0.4981653094291687,7.231924533843994
cvar_0.5,43,8,0,10.097591400146484,0.5438299775123596,8.501200675964355
cvar_0.5,43,8,4,4.526299476623535,0.10125374048948288,6.262327671051025
cvar_0.5,43,8,7,9.412476539611816,0.6538979411125183,7.247145175933838
cvar_0.5,43,8,8,8.891118049621582,0.390991747379303,8.291337013244629
cvar_0.5,43,9,0,9.675735473632812,0.3076208531856537,9.74289608001709
cvar_0.5,43,9,2,11.099395751953125,0.8900042176246643,6.277409553527832
cvar_0.5,43,9,7,9.404939651489258,0.3249712586402893,9.421913146972656
cvar_0.5,43,9,6,4.574402809143066,0.0626826286315918,7.442502498626709
cvar_0.5,43,9,8,8.93727970123291,0.27696478366851807,9.346552848815918
cvar_0.5,43,10,8,8.92588996887207,0.7205945253372192,6.2952046394348145
cvar_0.5,43,10,1,8.579028129577637,0.42256349325180054,7.949507236480713
cvar_0.5,43,10,6,4.5085554122924805,0.11189783364534378,6.547798156738281
cvar_0.5,43,10,4,4.2613630294799805,0.12405309826135635,6.360106468200684
cvar_0.5,43,10,0,10.680865287780762,0.6078237295150757,8.567617416381836
cvar_0.5,43,11,1,8.468583106994629,0.32731661200523376,8.709299087524414
cvar_0.5,43,11,7,9.469715118408203,0.44516345858573914,8.710959434509277
cvar_0.5,43,11,6,4.516369819641113,0.10647615045309067,7.279092788696289
cvar_0.5,43,11,5,3.1164512634277344,0.03693491593003273,6.844165325164795
cvar_0.5,43,11,2,10.864882469177246,0.8822643160820007,6.1284589767456055
cvar_0.5,43,12,5,2.934356689453125,0.045102376490831375,5.884964466094971
cvar_0.5,43,12,7,9.613728523254395,0.6214911937713623,7.567820072174072
cvar_0.5,43,12,1,8.653397560119629,0.4440670609474182,7.877459526062012
