label,precision,recall,f1-score,support,score
WALKING,0.9930394431554525,0.9907407407407407,0.9918887601390498,432.0,
WALKING_UPSTAIRS,0.9818181818181818,0.984375,0.9830949284785435,384.0,
WALKING_DOWNSTAIRS,0.9851190476190477,0.9880597014925373,0.9865871833084948,335.0,
SITTING,0.9322381930184805,0.9497907949790795,0.9409326424870467,478.0,
STANDING,0.9524838012958964,0.930379746835443,0.9413020277481323,474.0,
LAYING,0.9979253112033195,1.0,0.9989615784008308,481.0,
accuracy,,,,,0.9725232198142415
macro avg,0.9737706630183965,0.9738909973413001,0.9737945200936831,2584.0,
weighted avg,0.972567861834212,0.9725232198142415,0.9725056450450458,2584.0,
