accuracy,balanced_accuracy,auroc,auprc,sensitivity,specificity,precision_ppv,npv,f1_death,brier,mean_confidence,positive_rate,predicted_positive_rate,tp,tn,fp,fn
0.7893700787401575,0.8109260342142874,0.8933369061092545,0.6115738498416137,0.8388489208633093,0.7830031475652657,0.3321937321937322,0.9741994932043307,0.47591836734693876,0.1437397059808771,0.7632959709842531,0.11400918635170604,0.28789370078740156,1749,12687,3516,336
