precision,recall,threshold
0.11400918635170604,1.0,6.351533475600427e-14
0.11401542079072566,1.0,3.894882320309989e-05
0.11402165591162639,1.0,5.124196468386799e-05
0.1140278917145201,1.0,6.078834485379048e-05
0.1140341281995187,1.0,0.00010664515139069408
0.11404036536673412,1.0,0.00016089645214378834
0.11404660321627831,1.0,0.0003496862482279539
0.11399814014550626,0.9995203836930455,0.0005353788146749139
0.11400437636761487,0.9995203836930455,0.0005616198177449405
0.11401061327206083,0.9995203836930455,0.0007100877701304853
0.11401685085895612,0.9995203836930455,0.0007629552856087685
0.11402308912841276,0.9995203836930455,0.0007717807311564684
0.1140293280805428,0.9995203836930455,0.000882913765963167
0.11403556771545828,0.9995203836930455,0.0009339075768366456
0.11404180803327131,0.9995203836930455,0.0010431146947667003
0.11404804903409402,0.9995203836930455,0.0010990954469889402
0.11405429071803853,0.9995203836930455,0.0012178568867966533
0.114060533085217,0.9995203836930455,0.0012379528488963842
0.11406677613574165,0.9995203836930455,0.0012617117026820779
0.11407301986972467,0.9995203836930455,0.0012987444642931223
0.1140792642872783,0.9995203836930455,0.0013213981874287128
0.1140855093885148,0.9995203836930455,0.001332994201220572
0.11409175517354649,0.9995203836930455,0.0013355547562241554
0.11409800164248562,0.9995203836930455,0.0013823688495904207
0.11410424879544459,0.9995203836930455,0.0014339821645990014
0.11411049663253572,0.9995203836930455,0.0016087113181129098
0.11411674515387142,0.9995203836930455,0.001625680597499013
0.11412299435956409,0.9995203836930455,0.001655033091083169
0.11412924424972617,0.9995203836930455,0.0016758227720856667
0.11413549482447012,0.9995203836930455,0.0017859956715255976
0.11414174608390842,0.9995203836930455,0.0018159428145736456
0.11414799802815359,0.9995203836930455,0.0018498976714909077
0.11415425065731814,0.9995203836930455,0.0018849929329007864
0.11416050397151466,0.9995203836930455,0.0019527522381395102
0.11416675797085571,0.9995203836930455,0.001967101590707898
0.1141730126554539,0.9995203836930455,0.0019949101842939854
0.11417926802542187,0.9995203836930455,0.0020392604637891054
