client_id,client_name,test_samples,deaths,accuracy,balanced_accuracy,auroc,auprc,sensitivity,specificity,precision_ppv,npv,f1_death,brier,mean_confidence,positive_rate,predicted_positive_rate,tp,tn,fp,fn
0,Cardiac Vascular Intensive Care Unit (CVICU),2893,123,0.8658831662633945,0.8328505180358663,0.8966305655836343,0.49573317491798946,0.7967479674796748,0.8689530685920578,0.21258134490238612,0.9897203947368421,0.3356164383561644,0.13245127291597797,0.717469430962855,0.04251641894227445,0.15935015554787418,98,2407,363,25
1,Coronary Care Unit (CCU),2080,267,0.7966346153846153,0.821064471947297,0.902318048385464,0.6204892886304862,0.8539325842696629,0.7881963596249311,0.37254901960784315,0.973433242506812,0.5187713310580204,0.14265847376034388,0.7703883704084616,0.1283653846153846,0.29423076923076924,228,1429,384,39
2,Medical Intensive Care Unit (MICU),3985,589,0.7101631116687579,0.7815321530773245,0.8799483962956519,0.6637808551737281,0.8828522920203735,0.6802120141342756,0.32378580323785805,0.9709962168978562,0.47380410022779046,0.17691644927363306,0.7491343847182643,0.14780426599749058,0.4030112923462986,520,2310,1086,69
3,Medical/Surgical Intensive Care Unit (MICU/SICU),3166,461,0.7514213518635502,0.7636533133387597,0.8507082970798032,0.5457895462781559,0.7809110629067245,0.7463955637707949,0.3441682600382409,0.9523584905660377,0.47777040477770405,0.1610408612580002,0.7509745022991527,0.1456096020214782,0.330385344283007,360,2019,686,101
4,Neuro Intermediate,504,10,0.9583333333333334,0.6848178137651821,0.8941295546558704,0.19252146938951176,0.4,0.9696356275303644,0.21052631578947367,0.9876288659793815,0.27586206896551724,0.029725915454869207,0.9369161176303077,0.01984126984126984,0.037698412698412696,4,479,15,6
5,Neuro Stepdown,255,5,0.9450980392156862,0.776,0.9464000000000001,0.5189285714285714,0.6,0.952,0.2,0.9916666666666667,0.3,0.03316119442736612,0.9234436406808741,0.0196078431372549,0.058823529411764705,3,238,12,2
6,Neuro Surgical Intensive Care Unit (Neuro SICU),440,72,0.7818181818181819,0.8248792270531401,0.9056461352657005,0.7024564827792865,0.8888888888888888,0.7608695652173914,0.42105263157894735,0.9722222222222222,0.5714285714285714,0.1386671185247315,0.779936591332609,0.16363636363636364,0.34545454545454546,64,280,88,8
7,Surgical Intensive Care Unit (SICU),2798,333,0.8005718370264474,0.8140903581065853,0.8995973661288063,0.6217787962888468,0.8318318318318318,0.7963488843813388,0.355584082156611,0.9722634967805844,0.4982014388489209,0.13235509476726243,0.7835705203614634,0.11901358112937813,0.2784131522516083,277,1963,502,56
8,Trauma SICU (TSICU),2167,225,0.8107983387171205,0.8354960521798833,0.9197848724110309,0.6775441080956746,0.8666666666666667,0.8043254376930999,0.3391304347826087,0.9811557788944724,0.4875,0.12881961912075213,0.772929293002519,0.10383017997231195,0.265343793262575,195,1562,380,30
