group,metric,n,mean,std,ci95_low,ci95_high
centralized,final_specificity,10,0.9007467752885268,0.010951735079465454,0.8939588195608791,0.9075347310161744
centralized,final_worst_client_recall,10,0.2655284552845529,0.134259457933653,0.18231358112453108,0.34874332944457465
centralized,total_comm_until_stop,10,0.0,0.0,0.0,0.0
centralized,stopped_round,10,12.9,2.183269719175042,11.546795408422412,14.253204591577589
local_only,final_accuracy,1,0.9088932432448679,0.0,0.9088932432448679,0.9088932432448679
local_only,final_auroc,1,0.8828653964932083,0.0,0.8828653964932083,0.8828653964932083
local_only,final_auprc,1,0.4710093124807999,0.0,0.4710093124807999,0.4710093124807999
local_only,final_balanced_accuracy,1,0.6940572233620665,0.0,0.6940572233620665,0.6940572233620665
local_only,final_sensitivity,1,0.4373933821480884,0.0,0.4373933821480884,0.4373933821480884
local_only,final_specificity,1,0.9507210645760445,0.0,0.9507210645760445,0.9507210645760445
local_only,final_worst_client_recall,1,0.1,0.0,0.1,0.1
local_only,total_comm_until_stop,1,0.0,0.0,0.0,0.0
local_only,stopped_round,1,50.0,0.0,50.0,50.0
