base_method,seed,client_id,fine_tune_epochs,stopped_epoch,val_loss,val_auprc,test_auprc,test_recall,test_balanced_acc
fedprox_0p1,23,0,2,,0.130142,0.5259,0.4997,0.3659,0.6797
fedprox_0p1,23,0,3,,0.119901,0.5069,0.4797,0.3089,0.6512
fedprox_0p1,23,0,4,4,0.15703,0.5434,0.5081,0.4146,0.701
fedprox_0p1,23,1,1,,0.208487,0.7236,0.7048,0.5131,0.7406
fedprox_0p1,23,1,2,,0.22207,0.695,0.6912,0.5019,0.7374
fedprox_0p1,23,1,3,,0.243045,0.6729,0.6748,0.5393,0.7479
fedprox_0p1,23,1,4,4,0.321198,0.6177,0.6241,0.5094,0.7307
fedprox_0p1,23,2,1,,0.244598,0.7235,0.7028,0.528,0.7421
fedprox_0p1,23,2,2,,0.256851,0.7147,0.6979,0.4941,0.7307
fedprox_0p1,23,2,3,,0.283011,0.6913,0.6747,0.4703,0.7163
fedprox_0p1,23,2,4,4,0.35086,0.6619,0.6481,0.5059,0.7243
fedprox_0p1,23,3,1,,0.23256,0.6895,0.6245,0.4121,0.6863
fedprox_0p1,23,3,2,,0.231881,0.6956,0.6396,0.5597,0.7471
fedprox_0p1,23,3,3,,0.271007,0.665,0.6147,0.4772,0.7146
fedprox_0p1,23,3,4,,0.3119,0.6424,0.6033,0.5011,0.7154
fedprox_0p1,23,3,5,5,0.350018,0.6274,0.5798,0.4403,0.6934
fedprox_0p1,23,4,1,,0.071297,0.4735,0.321,0.1,0.548
fedprox_0p1,23,4,2,,0.079905,0.4711,0.2831,0.2,0.598
fedprox_0p1,23,4,3,,0.088775,0.4964,0.1886,0.0,0.498
fedprox_0p1,23,4,4,,0.107545,0.4957,0.188,0.0,0.498
fedprox_0p1,23,4,5,,0.118768,0.4882,0.1332,0.0,0.498
fedprox_0p1,23,4,6,,0.131507,0.4668,0.1417,0.0,0.498
fedprox_0p1,23,4,7,,0.148366,0.503,0.1316,0.0,0.497
fedprox_0p1,23,4,8,,0.200533,0.4619,0.1301,0.0,0.499
fedprox_0p1,23,4,9,,0.181446,0.3556,0.1369,0.0,0.498
fedprox_0p1,23,4,10,,0.124843,0.4031,0.1657,0.2,0.5929
fedprox_0p1,23,4,11,,0.142677,0.3476,0.1199,0.0,0.496
fedprox_0p1,23,4,12,,0.187999,0.3765,0.1064,0.0,0.498
fedprox_0p1,23,4,13,,0.188899,0.3461,0.1096,0.0,0.498
fedprox_0p1,23,4,14,,0.191186,0.3684,0.1107,0.0,0.496
fedprox_0p1,23,4,15,,0.202178,0.3468,0.1132,0.0,0.497
fedprox_0p1,23,4,16,,0.208809,0.3452,0.1136,0.0,0.497
fedprox_0p1,23,4,17,,0.212767,0.3452,0.1138,0.0,0.497
fedprox_0p1,23,4,18,,0.219573,0.3452,0.1142,0.0,0.497
fedprox_0p1,23,4,19,,0.228387,0.3438,0.1147,0.0,0.497
fedprox_0p1,23,4,20,N/A (fixed-20),0.237714,0.3448,0.114,0.0,0.497
fedprox_0p1,23,5,1,,0.038691,0.25,0.6232,0.2,0.598
fedprox_0p1,23,5,2,,0.047347,0.25,0.4898,0.0,0.498
fedprox_0p1,23,5,3,,0.053838,0.25,0.4581,0.0,0.496
fedprox_0p1,23,5,4,,0.075347,0.25,0.4092,0.8,0.892
fedprox_0p1,23,5,5,,0.049098,0.2,0.3167,0.0,0.498
fedprox_0p1,23,5,6,,0.067546,0.2,0.292,0.0,0.494
fedprox_0p1,23,5,7,,0.107981,0.1667,0.318,0.2,0.59
fedprox_0p1,23,5,8,,0.117925,0.1667,0.3041,0.0,0.496
fedprox_0p1,23,5,9,,0.126062,0.1667,0.3048,0.2,0.596
fedprox_0p1,23,5,10,,0.129712,0.1667,0.2993,0.2,0.594
fedprox_0p1,23,5,11,,0.110098,0.1667,0.2728,0.0,0.496
fedprox_0p1,23,5,12,,0.106208,0.1667,0.2549,0.0,0.496
fedprox_0p1,23,5,13,,0.110122,0.1667,0.2542,0.0,0.496
fedprox_0p1,23,5,14,,0.111881,0.1667,0.2542,0.0,0.496
fedprox_0p1,23,5,15,,0.120369,0.1667,0.2542,0.0,0.496
fedprox_0p1,23,5,16,,0.139098,0.1667,0.2605,0.2,0.594
fedprox_0p1,23,5,17,,0.136615,0.1667,0.2534,0.0,0.494
fedprox_0p1,23,5,18,,0.120881,0.1667,0.252,0.0,0.496
fedprox_0p1,23,5,19,,0.116749,0.1667,0.2574,0.0,0.496
fedprox_0p1,23,5,20,N/A (fixed-20),0.121699,0.1667,0.2574,0.0,0.496
fedprox_0p1,23,6,1,,0.297309,0.7021,0.792,0.6389,0.7977
fedprox_0p1,23,6,2,,0.290564,0.6978,0.7844,0.6111,0.792
fedprox_0p1,23,6,3,,0.295283,0.7273,0.786,0.6389,0.7868
fedprox_0p1,23,6,4,,0.33483,0.729,0.7644,0.6528,0.7924
fedprox_0p1,23,6,5,,0.508955,0.6777,0.7316,0.5833,0.7659
fedprox_0p1,23,6,6,,0.533035,0.6524,0.6802,0.5556,0.7574
fedprox_0p1,23,6,7,,0.850798,0.6809,0.7179,0.5833,0.7659
fedprox_0p1,23,6,8,,0.864228,0.6364,0.6509,0.5278,0.7354
fedprox_0p1,23,6,9,,0.90321,0.6629,0.6637,0.5694,0.748
fedprox_0p1,23,6,10,,0.943487,0.6617,0.6725,0.5833,0.7563
fedprox_0p1,23,6,11,,0.941158,0.6524,0.6692,0.5556,0.7506
fedprox_0p1,23,6,12,,0.875712,0.6357,0.6601,0.6528,0.7816
fedprox_0p1,23,6,13,,1.095208,0.6467,0.6917,0.6389,0.78
fedprox_0p1,23,6,14,,0.845255,0.6326,0.6742,0.5694,0.7521
fedprox_0p1,23,6,15,,0.751527,0.6255,0.6668,0.5833,0.7591
fedprox_0p1,23,6,16,,0.764047,0.6345,0.6363,0.5556,0.7397
fedprox_0p1,23,6,17,,0.881161,0.62,0.6363,0.5694,0.748
fedprox_0p1,23,6,18,,1.001923,0.6185,0.6579,0.5694,0.7453
fedprox_0p1,23,6,19,,1.078699,0.6155,0.6587,0.5694,0.7467
fedprox_0p1,23,6,20,N/A (fixed-20),1.131072,0.6192,0.6606,0.5694,0.7453
fedprox_0p1,23,7,1,,0.170918,0.7786,0.6567,0.4715,0.7217
fedprox_0p1,23,7,2,,0.177497,0.7663,0.657,0.4955,0.7321
fedprox_0p1,23,7,3,,0.209706,0.7217,0.629,0.4685,0.7164
fedprox_0p1,23,7,4,4,0.285344,0.6775,0.6077,0.4565,0.7114
fedprox_0p1,23,8,1,,0.169848,0.6592,0.6913,0.5778,0.7714
fedprox_0p1,23,8,2,,0.173503,0.649,0.6823,0.5644,0.7632
fedprox_0p1,23,8,3,,0.18787,0.6381,0.6605,0.5689,0.7644
fedprox_0p1,23,8,4,4,0.235615,0.6015,0.636,0.56,0.7561
fedavg,7,0,1,,0.090129,0.7,0.5402,0.3496,0.6726
fedavg,7,0,2,,0.080648,0.7436,0.5344,0.3821,0.6876
fedavg,7,0,3,,0.08672,0.7383,0.537,0.4472,0.7155
fedavg,7,0,4,,0.107758,0.727,0.5252,0.4309,0.7089
fedavg,7,0,5,5,0.140907,0.7383,0.5189,0.4146,0.7021
fedavg,7,1,1,,0.245821,0.7613,0.6919,0.4719,0.7258
fedavg,7,1,2,,0.22688,0.7672,0.6962,0.5169,0.7422
fedavg,7,1,3,,0.269125,0.7588,0.6967,0.5581,0.7605
fedavg,7,1,4,,0.331921,0.7494,0.6855,0.4644,0.7226
fedavg,7,1,5,5,0.337402,0.7521,0.686,0.6629,0.7945
fedavg,7,2,1,,0.220894,0.7884,0.6963,0.5093,0.7349
fedavg,7,2,2,,0.225679,0.7904,0.6846,0.5025,0.7336
fedavg,7,2,3,,0.232722,0.7857,0.6744,0.5246,0.7413
fedavg,7,2,4,4,0.332679,0.7709,0.6733,0.5467,0.7499
fedavg,7,3,1,,0.248831,0.7312,0.6208,0.3601,0.6669
fedavg,7,3,2,,0.240984,0.7451,0.6273,0.5033,0.7237
fedavg,7,3,3,,0.240674,0.7531,0.6216,0.538,0.7379
fedavg,7,3,4,,0.264902,0.75,0.5953,0.4425,0.6993
fedavg,7,3,5,,0.359792,0.7469,0.5956,0.564,0.7461
fedavg,7,3,6,6,0.416361,0.7313,0.5684,0.462,0.7066
fedavg,7,4,1,,0.054719,0.6172,0.208,0.0,0.499
fedavg,7,4,2,,0.052381,0.6203,0.1949,0.0,0.499
fedavg,7,4,3,,0.057089,0.6204,0.239,0.0,0.498
fedavg,7,4,4,,0.072333,0.6588,0.2513,0.1,0.5449
fedavg,7,4,5,,0.079514,0.6082,0.2296,0.1,0.546
fedavg,7,4,6,,0.104378,0.5821,0.2153,0.0,0.496
fedavg,7,4,7,,0.162969,0.5909,0.1709,0.0,0.4949
fedavg,7,4,8,,0.193753,0.6004,0.142,0.0,0.4929
fedavg,7,4,9,,0.211503,0.5643,0.156,0.0,0.4949
fedavg,7,4,10,,0.26718,0.5002,0.1401,0.0,0.4929
fedavg,7,4,11,,0.280687,0.5209,0.14,0.0,0.496
fedavg,7,4,12,,0.259331,0.5434,0.1228,0.0,0.4939
fedavg,7,4,13,,0.290267,0.5178,0.1587,0.0,0.4949
fedavg,7,4,14,,0.306707,0.5193,0.1579,0.0,0.4949
fedavg,7,4,15,,0.319214,0.5117,0.1379,0.0,0.4949
fedavg,7,4,16,,0.32928,0.5088,0.1299,0.0,0.4949
fedavg,7,4,17,,0.334515,0.5088,0.1319,0.0,0.4949
fedavg,7,4,18,,0.349164,0.5162,0.1358,0.0,0.4949
fedavg,7,4,19,,0.351639,0.5175,0.1359,0.0,0.4949
fedavg,7,4,20,N/A (fixed-20),0.360938,0.5175,0.1372,0.0,0.4949
fedavg,7,5,1,,0.051247,0.5214,0.5504,0.2,0.6
fedavg,7,5,2,,0.051116,0.5214,0.5454,0.0,0.5
fedavg,7,5,3,,0.049544,0.5214,0.5239,0.0,0.5
fedavg,7,5,4,,0.043438,0.5354,0.5031,0.2,0.6
fedavg,7,5,5,,0.038826,0.5694,0.4727,0.0,0.5
fedavg,7,5,6,,0.044529,0.5397,0.3176,0.2,0.598
fedavg,7,5,7,,0.097657,0.4625,0.1812,0.0,0.498
fedavg,7,5,8,,0.080941,0.4372,0.1437,0.0,0.496
fedavg,7,5,9,,0.108189,0.4301,0.1207,0.0,0.496
fedavg,7,5,10,,0.177435,0.4273,0.0816,0.0,0.498
fedavg,7,5,11,,0.15378,0.4203,0.1026,0.0,0.498
fedavg,7,5,12,,0.190909,0.4211,0.0884,0.0,0.496
fedavg,7,5,13,,0.33855,0.2778,0.0835,0.0,0.5
fedavg,7,5,14,,0.309347,0.2756,0.0966,0.0,0.5
fedavg,7,5,15,,0.305176,0.436,0.1104,0.0,0.496
fedavg,7,5,16,,0.316095,0.4352,0.1143,0.0,0.496
fedavg,7,5,17,,0.333741,0.4352,0.1098,0.0,0.496
fedavg,7,5,18,,0.350475,0.4278,0.1073,0.0,0.498
fedavg,7,5,19,,0.337344,0.4278,0.1055,0.0,0.496
fedavg,7,5,20,N/A (fixed-20),0.326695,0.4263,0.1027,0.0,0.492
fedavg,7,6,1,,0.321513,0.7604,0.7365,0.3056,0.6501
fedavg,7,6,2,,0.300279,0.7692,0.7527,0.5139,0.7488
fedavg,7,6,3,,0.302409,0.7747,0.7458,0.5278,0.753
fedavg,7,6,4,,0.318921,0.7781,0.7545,0.5278,0.7476
fedavg,7,6,5,,0.320164,0.7742,0.7495,0.5417,0.7586
fedavg,7,6,6,,0.378318,0.766,0.7412,0.4722,0.7239
fedavg,7,6,7,,0.361589,0.7578,0.7407,0.5833,0.7713
fedavg,7,6,8,,0.371749,0.7452,0.7323,0.5694,0.7603
fedavg,7,6,9,,0.658887,0.7323,0.7316,0.5417,0.7464
fedavg,7,6,10,,0.659998,0.7102,0.7256,0.5139,0.7366
fedavg,7,6,11,,0.751151,0.7221,0.7196,0.5139,0.7366
fedavg,7,6,12,,0.870997,0.7269,0.735,0.5556,0.752
fedavg,7,6,13,,1.027848,0.7092,0.7014,0.5972,0.766
fedavg,7,6,14,,1.167764,0.7363,0.7322,0.5833,0.7645
fedavg,7,6,15,,1.123988,0.7214,0.7207,0.5556,0.7452
fedavg,7,6,16,,1.441942,0.7258,0.703,0.5,0.7242
fedavg,7,6,17,,1.427257,0.7306,0.7087,0.5556,0.7492
fedavg,7,6,18,,1.516773,0.707,0.6952,0.5139,0.7311
fedavg,7,6,19,,1.543503,0.7078,0.7008,0.5417,0.7409
fedavg,7,6,20,N/A (fixed-20),1.827301,0.6892,0.6618,0.4861,0.7227
fedavg,7,7,1,,0.167564,0.8004,0.6588,0.5195,0.7397
fedavg,7,7,2,,0.164352,0.8085,0.6589,0.5075,0.7377
fedavg,7,7,3,,0.166302,0.8012,0.6506,0.5495,0.7506
fedavg,7,7,4,,0.195688,0.7941,0.6308,0.5435,0.7476
fedavg,7,7,5,5,0.279598,0.7878,0.6344,0.5706,0.7607
fedavg,7,8,1,,0.2005,0.717,0.6771,0.5244,0.7486
fedavg,7,8,2,,0.195378,0.7263,0.6714,0.5556,0.7598
fedavg,7,8,3,,0.212869,0.7102,0.6659,0.5556,0.7587
fedavg,7,8,4,,0.249342,0.7143,0.6479,0.5822,0.7661
fedavg,7,8,5,5,0.341121,0.6801,0.6218,0.4933,0.7281
fedavg,11,0,1,,0.097475,0.6382,0.5279,0.4309,0.7102
fedavg,11,0,2,,0.115441,0.5969,0.5367,0.4472,0.7167
fedavg,11,0,3,,0.102911,0.6355,0.5416,0.4472,0.7162
fedavg,11,0,4,4,0.143898,0.6169,0.5083,0.4959,0.7382
fedavg,11,1,1,,0.214241,0.7149,0.689,0.5318,0.7469
fedavg,11,1,2,,0.218845,0.7387,0.6949,0.5243,0.7467
fedavg,11,1,3,,0.232082,0.7385,0.666,0.5281,0.7467
fedavg,11,1,4,4,0.267198,0.7229,0.66,0.5955,0.7727
fedavg,11,2,1,,0.224889,0.7853,0.6968,0.5348,0.7477
fedavg,11,2,2,,0.225638,0.7735,0.6747,0.4958,0.7299
fedavg,11,2,3,,0.229114,0.7851,0.6864,0.5705,0.759
fedavg,11,2,4,4,0.309485,0.7166,0.6301,0.5161,0.7345
fedavg,11,3,1,,0.21537,0.7934,0.6285,0.5011,0.7276
fedavg,11,3,2,,0.203067,0.7974,0.6239,0.449,0.707
fedavg,11,3,3,,0.224634,0.7811,0.6056,0.4794,0.7168
fedavg,11,3,4,,0.253321,0.7657,0.5861,0.5271,0.729
fedavg,11,3,5,5,0.302622,0.7555,0.5691,0.5336,0.7263
fedavg,11,4,1,,0.099411,0.4749,0.2449,0.0,0.499
fedavg,11,4,2,,0.097488,0.4745,0.2521,0.0,0.5
fedavg,11,4,3,,0.090416,0.4699,0.2587,0.0,0.499
fedavg,11,4,4,,0.131297,0.4575,0.2545,0.0,0.499
fedavg,11,4,5,,0.09988,0.4658,0.2453,0.1,0.547
fedavg,11,4,6,,0.253764,0.457,0.2192,0.1,0.547
fedavg,11,4,7,,0.35442,0.4115,0.1324,0.0,0.497
fedavg,11,4,8,,0.378584,0.4312,0.1225,0.1,0.5449
fedavg,11,4,9,,0.543929,0.4218,0.1118,0.0,0.496
fedavg,11,4,10,,0.305098,0.4453,0.1042,0.1,0.5379
fedavg,11,4,11,,0.377335,0.4294,0.1022,0.1,0.546
fedavg,11,4,12,,0.599265,0.439,0.1116,0.0,0.496
fedavg,11,4,13,,0.743726,0.4046,0.1241,0.1,0.546
fedavg,11,4,14,,0.696076,0.3958,0.1239,0.1,0.5429
fedavg,11,4,15,,1.025172,0.4445,0.1344,0.1,0.547
fedavg,11,4,16,,0.528673,0.4636,0.1057,0.1,0.5449
fedavg,11,4,17,,0.745862,0.4619,0.1161,0.0,0.497
fedavg,11,4,18,,0.579356,0.4639,0.1191,0.1,0.546
fedavg,11,4,19,,0.592034,0.4596,0.1166,0.1,0.5439
fedavg,11,4,20,N/A (fixed-20),0.750971,0.4457,0.109,0.0,0.497
fedavg,11,5,1,,0.037406,0.45,0.4308,0.2,0.598
fedavg,11,5,2,,0.039417,0.45,0.4142,0.2,0.598
fedavg,11,5,3,,0.04375,0.4167,0.4427,0.2,0.598
fedavg,11,5,4,,0.035768,0.4167,0.4504,0.2,0.598
fedavg,11,5,5,,0.03198,0.45,0.4625,0.2,0.598
fedavg,11,5,6,,0.033109,0.45,0.4374,0.2,0.596
fedavg,11,5,7,,0.061574,0.2667,0.2864,0.2,0.598
fedavg,11,5,8,,0.051102,0.2778,0.2272,0.2,0.592
fedavg,11,5,9,,0.118015,0.2159,0.1422,0.0,0.496
fedavg,11,5,10,,0.064065,0.25,0.1773,0.2,0.576
fedavg,11,5,11,,0.165813,0.3056,0.15,0.0,0.49
fedavg,11,5,12,,0.088245,0.3125,0.1836,0.2,0.586
fedavg,11,5,13,,0.090376,0.1705,0.1625,0.2,0.586
fedavg,11,5,14,,0.146934,0.1776,0.147,0.0,0.494
fedavg,11,5,15,,0.14326,0.1806,0.154,0.2,0.588
fedavg,11,5,16,,0.129837,0.1455,0.1585,0.2,0.586
fedavg,11,5,17,,0.151531,0.1218,0.1558,0.2,0.578
fedavg,11,5,18,,0.2096,0.1357,0.1258,0.0,0.492
fedavg,11,5,19,,0.212597,0.1099,0.1212,0.0,0.492
fedavg,11,5,20,N/A (fixed-20),0.211315,0.1099,0.1184,0.0,0.492
fedavg,11,6,1,,0.299426,0.6841,0.7384,0.3472,0.6709
fedavg,11,6,2,,0.291504,0.691,0.7641,0.5278,0.7503
fedavg,11,6,3,,0.293528,0.7015,0.7727,0.5139,0.7474
fedavg,11,6,4,,0.299643,0.698,0.77,0.5278,0.7489
fedavg,11,6,5,,0.334826,0.6862,0.7696,0.5417,0.7559
fedavg,11,6,6,,0.406314,0.6649,0.7564,0.625,0.7894
fedavg,11,6,7,,0.667656,0.6699,0.7607,0.5417,0.7505
fedavg,11,6,8,,0.780833,0.6578,0.7458,0.6667,0.8062
fedavg,11,6,9,,1.228441,0.655,0.7451,0.5833,0.7659
fedavg,11,6,10,,1.272542,0.6575,0.7099,0.5972,0.7714
fedavg,11,6,11,,1.192795,0.6319,0.7241,0.6389,0.7787
fedavg,11,6,12,,1.120311,0.6323,0.7325,0.5972,0.7701
fedavg,11,6,13,,1.177433,0.629,0.735,0.6111,0.7675
fedavg,11,6,14,,1.463026,0.6329,0.728,0.5694,0.7603
fedavg,11,6,15,,1.436097,0.6146,0.7195,0.6389,0.7787
fedavg,11,6,16,,1.318259,0.6391,0.7043,0.6111,0.7716
fedavg,11,6,17,,1.330408,0.6451,0.717,0.625,0.7758
fedavg,11,6,18,,1.426003,0.6482,0.7027,0.5556,0.7438
fedavg,11,6,19,,1.56296,0.6426,0.7317,0.6389,0.7828
fedavg,11,6,20,N/A (fixed-20),1.748929,0.6314,0.7214,0.6111,0.7729
fedavg,11,7,1,,0.166396,0.8177,0.6639,0.4595,0.7157
fedavg,11,7,2,,0.166826,0.8187,0.6594,0.4985,0.7328
fedavg,11,7,3,,0.184013,0.8046,0.6496,0.5586,0.7586
fedavg,11,7,4,4,0.215254,0.7959,0.6361,0.5405,0.7463
fedavg,11,8,1,,0.181867,0.7094,0.6442,0.5067,0.7392
fedavg,11,8,2,,0.182319,0.7177,0.6692,0.5911,0.7742
fedavg,11,8,3,,0.189808,0.7159,0.6537,0.5156,0.7421
fedavg,11,8,4,4,0.247649,0.7091,0.6511,0.6133,0.7799
fedavg,13,0,1,,0.137781,0.6341,0.4924,0.2358,0.6159
fedavg,13,0,2,,0.104104,0.6483,0.4999,0.3171,0.6549
fedavg,13,0,3,,0.101508,0.6495,0.4871,0.2033,0.6004
fedavg,13,0,4,,0.100988,0.6843,0.5214,0.3415,0.6662
fedavg,13,0,5,,0.136122,0.6257,0.4725,0.2195,0.6083
fedavg,13,0,6,,0.153664,0.6491,0.4876,0.3984,0.6934
fedavg,13,0,7,7,0.164603,0.6208,0.5029,0.4228,0.7038
fedavg,13,1,1,,0.194472,0.76,0.6838,0.4719,0.7252
fedavg,13,1,2,,0.187837,0.7525,0.6912,0.4831,0.7303
fedavg,13,1,3,,0.187985,0.7572,0.6862,0.4569,0.7205
fedavg,13,1,4,,0.211234,0.7601,0.6851,0.573,0.7656
fedavg,13,1,5,5,0.204646,0.7515,0.6785,0.5281,0.7458
fedavg,13,2,1,,0.17572,0.8301,0.6924,0.5603,0.7539
fedavg,13,2,2,,0.162084,0.8249,0.6879,0.4805,0.7237
fedavg,13,2,3,,0.181544,0.8155,0.6572,0.5144,0.7331
fedavg,13,2,4,,0.200374,0.7999,0.6559,0.4907,0.7225
fedavg,13,2,5,5,0.240293,0.7922,0.6484,0.5348,0.7372
fedavg,13,3,1,,0.196474,0.7984,0.6103,0.3406,0.6572
fedavg,13,3,2,,0.17093,0.824,0.5934,0.4772,0.7098
fedavg,13,3,3,,0.197338,0.8206,0.6004,0.564,0.7408
fedavg,13,3,4,,0.220865,0.8178,0.5834,0.4772,0.7116
fedavg,13,3,5,5,0.236974,0.8267,0.5913,0.5662,0.7435
fedavg,13,4,1,,0.1636,0.6305,0.2558,0.0,0.5
fedavg,13,4,2,,0.0933,0.6842,0.2337,0.0,0.5
fedavg,13,4,3,,0.129002,0.6373,0.2725,0.1,0.549
fedavg,13,4,4,,0.237538,0.5828,0.2802,0.1,0.549
fedavg,13,4,5,,0.32646,0.4996,0.2841,0.1,0.549
fedavg,13,4,6,,0.402292,0.4669,0.1908,0.1,0.549
fedavg,13,4,7,,0.227461,0.5301,0.1934,0.1,0.546
fedavg,13,4,8,,0.470777,0.5607,0.2322,0.1,0.548
fedavg,13,4,9,,0.471429,0.5147,0.1731,0.1,0.548
fedavg,13,4,10,,0.542625,0.4776,0.1589,0.1,0.548
fedavg,13,4,11,,0.697708,0.4647,0.1726,0.1,0.549
fedavg,13,4,12,,0.914267,0.4355,0.1325,0.0,0.499
fedavg,13,4,13,,1.018152,0.4292,0.1246,0.0,0.499
fedavg,13,4,14,,0.87482,0.4356,0.1519,0.1,0.548
fedavg,13,4,15,,1.019918,0.45,0.1253,0.0,0.499
fedavg,13,4,16,,1.044132,0.452,0.1249,0.0,0.498
fedavg,13,4,17,,1.057685,0.4507,0.1245,0.0,0.498
fedavg,13,4,18,,1.033995,0.4485,0.127,0.0,0.498
fedavg,13,4,19,,1.024542,0.4491,0.1253,0.0,0.498
fedavg,13,4,20,N/A (fixed-20),1.027911,0.451,0.1266,0.0,0.498
fedavg,13,5,1,,0.137619,0.1222,0.4579,0.2,0.6
fedavg,13,5,2,,0.120728,0.1097,0.448,0.2,0.6
fedavg,13,5,3,,0.133079,0.1076,0.4812,0.2,0.6
fedavg,13,5,4,,0.248795,0.0736,0.4913,0.2,0.598
fedavg,13,5,5,,0.488093,0.0676,0.4588,0.2,0.596
fedavg,13,5,6,,0.385623,0.0805,0.4712,0.2,0.596
fedavg,13,5,7,,0.451499,0.0849,0.4447,0.2,0.596
fedavg,13,5,8,,0.575845,0.0824,0.4611,0.4,0.696
fedavg,13,5,9,,0.567987,0.0824,0.4527,0.4,0.694
fedavg,13,5,10,,0.631614,0.0765,0.421,0.4,0.696
fedavg,13,5,11,,0.637529,0.0848,0.4251,0.4,0.694
fedavg,13,5,12,,0.629821,0.0849,0.4745,0.4,0.692
fedavg,13,5,13,,0.671276,0.0946,0.4804,0.4,0.694
fedavg,13,5,14,,0.749473,0.0938,0.369,0.2,0.598
fedavg,13,5,15,,0.778706,0.0878,0.3715,0.2,0.598
fedavg,13,5,16,,0.783272,0.0861,0.3739,0.2,0.598
fedavg,13,5,17,,0.748093,0.0978,0.4208,0.4,0.69
fedavg,13,5,18,,0.853306,0.1083,0.3826,0.2,0.598
fedavg,13,5,19,,0.871068,0.1071,0.3875,0.2,0.592
fedavg,13,5,20,N/A (fixed-20),0.839501,0.1075,0.4108,0.4,0.69
fedavg,13,6,1,,0.305559,0.7272,0.7216,0.3611,0.6778
fedavg,13,6,2,,0.295624,0.7107,0.737,0.4028,0.6973
fedavg,13,6,3,,0.283309,0.7056,0.7474,0.4028,0.696
fedavg,13,6,4,,0.273919,0.7088,0.7429,0.4444,0.7168
fedavg,13,6,5,,0.311995,0.6964,0.7331,0.4306,0.7098
fedavg,13,6,6,,0.297175,0.6702,0.7257,0.4722,0.7252
fedavg,13,6,7,,0.508645,0.6686,0.7575,0.4028,0.696
fedavg,13,6,8,,0.417329,0.687,0.7273,0.4722,0.7212
fedavg,13,6,9,,0.585953,0.6872,0.7495,0.5694,0.7548
fedavg,13,6,10,,0.480134,0.6927,0.7253,0.5,0.7364
fedavg,13,6,11,,0.711338,0.685,0.7163,0.4722,0.7198
fedavg,13,6,12,,0.808572,0.6965,0.6989,0.5417,0.7328
fedavg,13,6,13,,0.837259,0.678,0.723,0.5,0.7337
fedavg,13,6,14,,0.889389,0.6879,0.7307,0.5417,0.7409
fedavg,13,6,15,,1.027165,0.6932,0.7022,0.4861,0.7268
fedavg,13,6,16,,1.532594,0.6697,0.7029,0.4306,0.699
fedavg,13,6,17,,0.909519,0.6696,0.6857,0.6111,0.7539
fedavg,13,6,18,,1.233336,0.6823,0.6702,0.4444,0.6991
fedavg,13,6,19,,1.339979,0.6614,0.6613,0.5,0.7269
fedavg,13,6,20,N/A (fixed-20),1.21842,0.6703,0.6624,0.5139,0.7243
fedavg,13,7,1,,0.191059,0.7581,0.6403,0.4294,0.7036
fedavg,13,7,2,,0.180324,0.7876,0.6535,0.5736,0.761
fedavg,13,7,3,,0.190688,0.7743,0.641,0.5646,0.7555
fedavg,13,7,4,,0.191245,0.7751,0.6388,0.5706,0.7569
fedavg,13,7,5,5,0.264586,0.7507,0.6224,0.5766,0.7591
fedavg,13,8,1,,0.223396,0.7069,0.6623,0.4622,0.72
fedavg,13,8,2,,0.244561,0.6978,0.6511,0.4222,0.7029
fedavg,13,8,3,,0.234743,0.7145,0.6636,0.5067,0.7374
fedavg,13,8,4,4,0.259749,0.7001,0.659,0.4711,0.7211
fedavg,17,0,1,,0.095314,0.6268,0.5001,0.2764,0.6366
fedavg,17,0,2,,0.099052,0.6224,0.5,0.3415,0.6664
fedavg,17,0,3,,0.117393,0.6097,0.4846,0.374,0.6821
fedavg,17,0,4,4,0.107556,0.6058,0.4923,0.4065,0.698
fedavg,17,1,1,,0.210408,0.7266,0.6882,0.4494,0.7142
fedavg,17,1,2,,0.211052,0.7375,0.6944,0.5581,0.757
fedavg,17,1,3,,0.226113,0.7317,0.6694,0.5281,0.7497
fedavg,17,1,4,4,0.284486,0.7124,0.665,0.5318,0.7494
fedavg,17,2,1,,0.154824,0.8807,0.6749,0.5552,0.7524
fedavg,17,2,2,,0.148994,0.8829,0.6679,0.5586,0.7522
fedavg,17,2,3,,0.154125,0.8754,0.6387,0.528,0.7354
fedavg,17,2,4,,0.205768,0.8677,0.6539,0.5535,0.7482
fedavg,17,2,5,5,0.249976,0.8392,0.6365,0.489,0.7233
fedavg,17,3,1,,0.243161,0.6991,0.6204,0.4512,0.7025
fedavg,17,3,2,,0.249374,0.7155,0.6257,0.4751,0.7139
fedavg,17,3,3,,0.261077,0.705,0.5999,0.4555,0.706
fedavg,17,3,4,4,0.413274,0.702,0.5921,0.4967,0.721
fedavg,17,4,1,,0.034859,0.3622,0.2382,0.0,0.498
fedavg,17,4,2,,0.034236,0.6905,0.2419,0.0,0.498
fedavg,17,4,3,,0.030161,0.6841,0.299,0.1,0.548
fedavg,17,4,4,,0.032649,0.6326,0.282,0.1,0.546
fedavg,17,4,5,,0.025342,0.6707,0.2028,0.1,0.548
fedavg,17,4,6,,0.027716,0.6583,0.1634,0.1,0.548
fedavg,17,4,7,,0.034916,0.6905,0.2231,0.1,0.5449
fedavg,17,4,8,,0.091903,0.65,0.1575,0.0,0.498
