stage,seconds
load_data,0.3139143750013318
eda,1.0055336250006803
fedavg_default,0.8979893750001793
cvar_sweep,2.5121593339936226
baselines,10.816436041000998
search,9.95076649999828
predictions_metrics,0.04973516599420691
lp_diagnostics,0.13677887499943608
diagnostics,0.025419500001589768
plots,1.2078106659973855
artifacts,0.0035982920016977005
