local_epochs,clients_per_round,lr,loss,accuracy,comm,fitness
5,10,0.02,0.14107917016372085,0.9532436192035675,496385120,5.1049303701637205
4,10,0.02,0.09655076206351319,0.9662592669328054,831606240,8.412613162063513
1,5,0.01,0.09788665150602659,0.9616314808527628,873508880,8.832975451506027
3,12,0.04,0.09569703643210233,0.965835318962733,928304640,9.378743436432103
2,10,0.03,0.09729497347337504,0.9611034055550893,934751200,9.444806973473375
1,10,0.03,0.09250045226265986,0.9641806781291962,1102361760,11.11611805226266
4,15,0.02,0.09133499443220595,0.9686992824077606,1518164880,15.272983794432205
2,15,0.01,0.08997715565686425,0.9642317414283752,2127364800,21.363625155656866
