client_id,client_name,train_samples,test_samples,accuracy,balanced_accuracy,auroc,auprc,sensitivity,specificity,precision_ppv,npv,f1_death,brier,mean_confidence,positive_rate,predicted_positive_rate,tp,tn,fp,fn
0,Cardiac Vascular Intensive Care Unit (CVICU),8679,2893,0.9578292430003457,0.7215990138240733,0.8620175515834582,0.4166736401320951,0.4634146341463415,0.9797833935018051,0.504424778761062,0.9762589928057553,0.4830508474576271,0.040053269221214265,0.995462133177333,0.04251641894227445,0.03905979951607328,57,2714,56,66
1,Coronary Care Unit (CCU),6239,2080,0.8778846153846154,0.7670692935540447,0.8780478483528241,0.5394959378059695,0.6179775280898876,0.9161610590182019,0.5205047318611987,0.9421440726035167,0.565068493150685,0.11543371238906038,0.9893757118628576,0.1283653846153846,0.15240384615384617,165,1661,152,102
2,Medical Intensive Care Unit (MICU),11955,3985,0.8604767879548306,0.7455295453954618,0.8509749310584107,0.594833571684593,0.5823429541595926,0.908716136631331,0.5252679938744257,0.9261704681872749,0.5523349436392915,0.125836024264963,0.9724631328056268,0.14780426599749058,0.16386449184441657,343,3086,310,246
3,Medical/Surgical Intensive Care Unit (MICU/SICU),9495,3166,0.8682880606443462,0.7519669127228841,0.8647920417319898,0.5840948280603666,0.5878524945770065,0.9160813308687615,0.5441767068273092,0.9287856071964018,0.5651720542231491,0.11977534493481988,0.9804300429206518,0.1456096020214782,0.1572962728995578,271,2478,227,190
4,Neuro Intermediate,1511,504,0.9682539682539683,0.4939271255060729,0.8119433198380567,0.11097936618033696,0.0,0.9878542510121457,0.0,0.9799196787148594,0.0,0.03039308987477699,0.9977756635773749,0.01984126984126984,0.011904761904761904,0,488,6,10
5,Neuro Stepdown,762,255,0.9568627450980393,0.6839999999999999,0.9264000000000001,0.19915483434753212,0.4,0.968,0.2,0.9877551020408163,0.26666666666666666,0.043214573428649115,0.997411999982946,0.0196078431372549,0.0392156862745098,2,242,8,3
6,Neuro Surgical Intensive Care Unit (Neuro SICU),1317,440,0.8522727272727273,0.7329408212560387,0.8673195954106281,0.5702572619844091,0.5555555555555556,0.9103260869565217,0.547945205479452,0.9128065395095368,0.5517241379310345,0.13656585502056043,0.9818885839798234,0.16363636363636364,0.16590909090909092,40,335,33,32
7,Surgical Intensive Care Unit (SICU),8394,2798,0.8949249463902788,0.7494618350602122,0.8699358587796722,0.5557421896914854,0.5585585585585585,0.9403651115618661,0.5585585585585585,0.9403651115618661,0.5585585585585585,0.09664740960239668,0.9814693802292642,0.11901358112937813,0.11901358112937813,186,2318,147,147
8,Trauma SICU (TSICU),6501,2167,0.8957083525611444,0.7826673532440782,0.88998855704314,0.5606049162878047,0.64,0.9253347064881565,0.4982698961937716,0.9568690095846646,0.5603112840466926,0.09066808298066681,0.9748153159241001,0.10383017997231195,0.1333640978311029,144,1797,145,81
