lr,local_epochs,clients_per_round,seed,total_comm_bytes,stopped_round,stopped_early,best_round,best_loss,final_loss,final_accuracy,final_worst_client_accuracy,total_comm_until_stop,final_auroc,final_auprc,final_balanced_accuracy,final_sensitivity,final_specificity,final_worst_client_recall,final_worst_client_auprc
0.01,2,9,13,872392320,40,True,25,0.2923376030392117,0.3889509373241001,0.9046991335021125,0.8458622694015503,872392320,0.8385491273709416,0.5782981657637541,0.7533254566500475,0.5822541966426859,0.9243967166574091,0.0,0.049019607843137254
0.01,2,9,7,545245200,25,True,10,0.2965105382932557,0.3274858511156506,0.9096724987030029,0.8477573990821838,545245200,0.8422168911787808,0.5793299931121024,0.7584840625925477,0.5860911270983213,0.930876998086774,0.0,0.08235294117647059
0.01,2,9,11,741533472,34,True,19,0.32063237494892544,0.4870464238855574,0.8240427209271325,0.37296923995018005,741533472,0.847497554631725,0.5852324968742352,0.7446014305015902,0.7074340527577938,0.7817688082453866,0.2,0.10154389447044532
0.01,2,9,13,479815776,22,True,7,0.3308970150020387,0.3580097688568963,0.8920997712347243,0.8265997767448425,479815776,0.8782580008942301,0.6126458019969776,0.7898085308831254,0.6844124700239809,0.89520459174227,0.1,0.12784313725490196
0.01,5,3,7,261717696,36,True,21,0.31028997898101807,0.7460272742642297,0.9132443136639066,0.85771644115448,261717696,0.756406228470288,0.44240833268411356,0.7364368531096248,0.5304556354916067,0.942418070727643,0.0,0.0196078431372549
0.01,5,3,11,247177824,34,True,19,0.3188290016518699,0.36403068237834507,0.9184864428308275,0.875,247177824,0.6883239048457588,0.3915404887900978,0.6612583512157133,0.34436450839328536,0.9781521940381411,0.0,0.01984126984126984
0.01,5,3,13,174478464,24,True,9,0.2724262773990631,0.3825537363688151,0.9133735961384244,0.8613392114639282,174478464,0.8615909568216562,0.5946217139926695,0.7618952347842148,0.5870503597122302,0.9367401098561995,0.0,0.08235294117647059
0.01,5,5,7,230214640,19,True,4,0.304887013302909,0.5146848327583737,0.8924702141020033,0.8193303942680359,230214640,0.8620037796831597,0.5737087808123273,0.7753010478120004,0.6532374100719425,0.8973646855520583,0.2,0.20740231990231991
0.01,5,5,11,315030560,26,True,11,0.3364047706127167,0.6075461672412025,0.9091711971494887,0.8434128165245056,315030560,0.7988870965808357,0.4916043878873274,0.7514255509127229,0.5750599520383693,0.9277911497870764,0.0,0.01984126984126984
0.01,5,5,13,436196160,36,True,21,0.316450329290496,0.6751739382743835,0.9113868011368645,0.8509159684181213,436196160,0.7731077274821506,0.47426925636144496,0.7443821798698793,0.5525179856115108,0.9362463741282478,0.0,0.0196078431372549
0.01,5,7,7,559785072,33,True,18,0.3276064445575078,0.546618221534623,0.893476645151774,0.8218318819999695,559785072,0.8181753208801223,0.5205483286223807,0.7589148381350466,0.6134292565947242,0.9044004196753688,0.1,0.05119047619047619
0.01,5,7,11,474969152,28,True,13,0.3229307350185182,0.43417684237162274,0.9017777774069045,0.8393977284431458,474969152,0.8194893890479173,0.5497584165081117,0.7549978532263987,0.592326139088729,0.9176695673640684,0.0,0.0196078431372549
0.01,5,7,13,458005968,27,True,12,0.327107451028294,0.5306153347094854,0.9116277032428317,0.8591282367706299,458005968,0.7770508792003612,0.48815499394587286,0.7441706105583965,0.5501199040767386,0.9382213170400543,0.1,0.05119047619047619
0.01,5,9,7,545245200,25,True,10,0.3587009592188729,0.43338597814242047,0.906850728723738,0.8471257090568542,545245200,0.8116534211993487,0.5223002860405426,0.7419752181961152,0.5525179856115108,0.9314324507807196,0.0,0.049019607843137254
0.01,5,9,11,719723664,33,True,18,0.3451155722141266,0.5324170092741648,0.8872532645861307,0.8178167939186096,719723664,0.8309934167089582,0.5555374522546834,0.77780662342927,0.6633093525179856,0.8923038943405542,0.1,0.08696581196581196
0.01,5,9,13,545245200,25,True,10,0.3146236969365014,0.40080300139056313,0.91199924548467,0.8594730496406555,545245200,0.7757418283110966,0.5072605174828295,0.7311443346711263,0.5189448441247002,0.9433438252175523,0.0,0.0196078431372549
