stage,seconds
load_mimic_arrays,0.2616550829989137
fedavg_default,44.291325124999275
cvar_sweep,237.95673933399667
baselines,93.57664479200321
search,1.0000003385357559e-06
predictions_metrics,10.686768917003064
lp_diagnostics,0.16599529200175311
diagnostics,0.9644137499999488
plots,0.7402492500041262
artifacts,0.009758291998878121
