accuracy,accuracy_std,alpha,loss,loss_std,worst_client_accuracy,worst_client_accuracy_std
0.9351957572831049,0.00331228764684854,0,0.167016635917955,0.005082406208496446,0.6995884776115417,0.03540049440188152
0.9351138611634573,0.0039358205365511946,0.5,0.16676067743036482,0.006077286751751494,0.6954732338587443,0.040738664099355594
0.9355898280938466,0.0037814221000406463,0.75,0.16654168299088876,0.0053933697996827925,0.6995884776115417,0.03540049440188152
0.9365886867046357,0.0034604339648427003,0.9,0.16687237198154134,0.003962623951294221,0.7037037014961243,0.03634467326003356
0.9365886867046357,0.0034604339648427003,0.95,0.16687237198154134,0.003962623951294221,0.7037037014961243,0.03634467326003356
